# time (s)
# rate = scaling parameter
# emissions (mol m^{-2} s^{-1})
time	0	3600	7200	10800	14400	18000	21600	25200	28800	32400	36000	39600	43200	46800	50400	54000	57600	61200	64800	68400	72000	75600	79200	82800	86400   90000	93600	97200	100800	104400	108000	111600  115200	118800	122400	126000	129600	133200	136800	140400	144000	147600	151200	154800	158400	162000	165600	169200	172800
rate	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.5
#rate	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.8
#rate	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   1
SO2 1.684E-08 2.181E-08 2.025E-08 2.068E-08 2.077E-08 2.102E-08 2.086E-08 2.101E-08 2.212E-08 2.126E-08 1.782E-08 1.535E-08 1.521E-08 1.435E-08 1.406E-08 1.368E-08 1.14E-08 1.061E-08 1.049E-08 1.024E-08 1.018E-08 1.024E-08 1.08E-08 1.261E-08 1.684E-08 2.181E-08 2.025E-08 2.068E-08 2.077E-08 2.102E-08 2.086E-08 2.101E-08 2.212E-08 2.126E-08 1.782E-08 1.535E-08 1.521E-08 1.435E-08 1.406E-08 1.368E-08 1.14E-08 1.061E-08 1.049E-08 1.024E-08 1.018E-08 1.024E-08 1.08E-08 1.261E-08 1.684E-08 
NO2 1.203E-09 1.326E-09 1.218E-09 1.305E-09 1.341E-09 1.401E-09 1.353E-09 1.412E-09 1.357E-09 1.585E-09 1.316E-09 1.167E-09 9.466E-10 7.696E-10 7.151E-10 6.113E-10 3.831E-10 3.529E-10 3.169E-10 2.448E-10 2.355E-10 2.514E-10 3.926E-10 7.561E-10 1.203E-09 1.326E-09 1.218E-09 1.305E-09 1.341E-09 1.401E-09 1.353E-09 1.412E-09 1.357E-09 1.585E-09 1.316E-09 1.167E-09 9.466E-10 7.696E-10 7.151E-10 6.113E-10 3.831E-10 3.529E-10 3.169E-10 2.448E-10 2.355E-10 2.514E-10 3.926E-10 7.561E-10 1.203E-09 
NO 1.373E-08 1.514E-08 1.391E-08 1.49E-08 1.531E-08 1.6E-08 1.545E-08 1.613E-08 1.55E-08 1.81E-08 1.503E-08 1.332E-08 1.081E-08 8.788E-09 8.167E-09 6.985E-09 4.376E-09 4.03E-09 3.619E-09 2.797E-09 2.687E-09 2.871E-09 4.484E-09 8.635E-09 1.373E-08 1.514E-08 1.391E-08 1.49E-08 1.531E-08 1.6E-08 1.545E-08 1.613E-08 1.55E-08 1.81E-08 1.503E-08 1.332E-08 1.081E-08 8.788E-09 8.167E-09 6.985E-09 4.376E-09 4.03E-09 3.619E-09 2.797E-09 2.687E-09 2.871E-09 4.484E-09 8.635E-09 1.373E-08 
NH3 8.597E-09 8.38E-09 1.578E-08 1.411E-08 1.579E-08 1.81E-08 1.588E-08 1.737E-08 1.297E-08 6.493E-09 5.213E-09 2.458E-09 2.009E-09 2.203E-09 2.625E-09 2.636E-09 9.588E-10 2.606E-09 9.473E-10 9.314E-10 9.535E-10 9.959E-10 1.042E-09 2.644E-09 8.597E-09 8.38E-09 1.578E-08 1.411E-08 1.579E-08 1.81E-08 1.588E-08 1.737E-08 1.297E-08 6.493E-09 5.213E-09 2.458E-09 2.009E-09 2.203E-09 2.625E-09 2.636E-09 9.588E-10 2.606E-09 9.473E-10 9.314E-10 9.535E-10 9.959E-10 1.042E-09 2.644E-09 8.597E-09 
CO 1.196E-06 8.906E-07 6.338E-07 6.802E-07 7.105E-07 7.495E-07 7.096E-07 7.487E-07 1.059E-06 1.35E-06 1.241E-06 6.977E-07 5.11E-07 3.718E-07 3.277E-07 2.536E-07 1.226E-07 1.196E-07 9.782E-08 3.892E-08 3.137E-08 4.666E-08 1.652E-07 6.008E-07 1.196E-06 8.906E-07 6.338E-07 6.802E-07 7.105E-07 7.495E-07 7.096E-07 7.487E-07 1.059E-06 1.35E-06 1.241E-06 6.977E-07 5.11E-07 3.718E-07 3.277E-07 2.536E-07 1.226E-07 1.196E-07 9.782E-08 3.892E-08 3.137E-08 4.666E-08 1.652E-07 6.008E-07 1.196E-06 
ALD2 3.268E-09 2.464E-09 1.804E-09 1.966E-09 2.066E-09 2.174E-09 2.051E-09 2.17E-09 3.17E-09 4.094E-09 3.812E-09 2.076E-09 1.507E-09 1.09E-09 9.607E-10 7.37E-10 3.426E-10 3.391E-10 2.746E-10 9.934E-11 7.735E-11 1.219E-10 4.662E-10 1.674E-09 3.268E-09 2.464E-09 1.804E-09 1.966E-09 2.066E-09 2.174E-09 2.051E-09 2.17E-09 3.17E-09 4.094E-09 3.812E-09 2.076E-09 1.507E-09 1.09E-09 9.607E-10 7.37E-10 3.426E-10 3.391E-10 2.746E-10 9.934E-11 7.735E-11 1.219E-10 4.662E-10 1.674E-09 3.268E-09 
HCHO 4.044E-09 3.211E-09 2.43E-09 2.628E-09 2.742E-09 2.876E-09 2.729E-09 2.873E-09 4.071E-09 5.164E-09 4.682E-09 2.59E-09 1.915E-09 1.406E-09 1.247E-09 9.735E-10 4.667E-10 4.637E-10 3.82E-10 1.71E-10 1.442E-10 1.968E-10 6.167E-10 2.081E-09 4.044E-09 3.211E-09 2.43E-09 2.628E-09 2.742E-09 2.876E-09 2.729E-09 2.873E-09 4.071E-09 5.164E-09 4.682E-09 2.59E-09 1.915E-09 1.406E-09 1.247E-09 9.735E-10 4.667E-10 4.637E-10 3.82E-10 1.71E-10 1.442E-10 1.968E-10 6.167E-10 2.081E-09 4.044E-09 
ETH 2.749E-08 2.068E-08 1.502E-08 1.628E-08 1.707E-08 1.798E-08 1.698E-08 1.792E-08 2.685E-08 3.45E-08 3.195E-08 1.704E-08 1.247E-08 9.106E-09 8.05E-09 6.124E-09 2.904E-09 2.865E-09 2.342E-09 9.165E-10 7.394E-10 1.103E-09 3.945E-09 1.409E-08 2.749E-08 2.068E-08 1.502E-08 1.628E-08 1.707E-08 1.798E-08 1.698E-08 1.792E-08 2.685E-08 3.45E-08 3.195E-08 1.704E-08 1.247E-08 9.106E-09 8.05E-09 6.124E-09 2.904E-09 2.865E-09 2.342E-09 9.165E-10 7.394E-10 1.103E-09 3.945E-09 1.409E-08 2.749E-08 
OLEI 2.052E-09 1.578E-09 1.164E-09 1.266E-09 1.329E-09 1.397E-09 1.325E-09 1.398E-09 2.103E-09 2.69E-09 2.49E-09 1.29E-09 9.379E-10 6.808E-10 5.966E-10 4.617E-10 2.185E-10 2.206E-10 1.769E-10 7.208E-11 5.894E-11 8.557E-11 3.087E-10 1.055E-09 2.052E-09 1.578E-09 1.164E-09 1.266E-09 1.329E-09 1.397E-09 1.325E-09 1.398E-09 2.103E-09 2.69E-09 2.49E-09 1.29E-09 9.379E-10 6.808E-10 5.966E-10 4.617E-10 2.185E-10 2.206E-10 1.769E-10 7.208E-11 5.894E-11 8.557E-11 3.087E-10 1.055E-09 2.052E-09 
OLET 4.032E-09 3.1E-09 2.287E-09 2.486E-09 2.61E-09 2.745E-09 2.604E-09 2.747E-09 4.131E-09 5.284E-09 4.891E-09 2.534E-09 1.842E-09 1.337E-09 1.172E-09 9.07E-10 4.293E-10 4.334E-10 3.475E-10 1.416E-10 1.158E-10 1.681E-10 6.065E-10 2.072E-09 4.032E-09 3.1E-09 2.287E-09 2.486E-09 2.61E-09 2.745E-09 2.604E-09 2.747E-09 4.131E-09 5.284E-09 4.891E-09 2.534E-09 1.842E-09 1.337E-09 1.172E-09 9.07E-10 4.293E-10 4.334E-10 3.475E-10 1.416E-10 1.158E-10 1.681E-10 6.065E-10 2.072E-09 4.032E-09 
TOL 6.986E-09 9.969E-09 8.88E-09 9.188E-09 9.392E-09 9.63E-09 9.41E-09 9.627E-09 1.168E-08 1.304E-08 8.403E-09 4.791E-09 3.525E-09 2.614E-09 2.302E-09 1.804E-09 1.027E-09 7.678E-10 6.178E-10 2.819E-10 2.412E-10 3.266E-10 1.065E-09 3.6E-09 6.986E-09 9.969E-09 8.88E-09 9.188E-09 9.392E-09 9.63E-09 9.41E-09 9.627E-09 1.168E-08 1.304E-08 8.403E-09 4.791E-09 3.525E-09 2.614E-09 2.302E-09 1.804E-09 1.027E-09 7.678E-10 6.178E-10 2.819E-10 2.412E-10 3.266E-10 1.065E-09 3.6E-09 6.986E-09 
XYL 6.307E-10 5.378E-10 4.123E-10 4.404E-10 4.574E-10 4.775E-10 4.574E-10 4.796E-10 6.8E-10 8.39E-10 7.268E-10 3.87E-10 2.844E-10 2.094E-10 1.859E-10 1.467E-10 7.719E-11 7.63E-11 6.125E-11 3.038E-11 2.656E-11 3.446E-11 9.634E-11 3.223E-11 6.307E-10 5.378E-10 4.123E-10 4.404E-10 4.574E-10 4.775E-10 4.574E-10 4.796E-10 6.8E-10 8.39E-10 7.268E-10 3.87E-10 2.844E-10 2.094E-10 1.859E-10 1.467E-10 7.719E-11 7.63E-11 6.125E-11 3.038E-11 2.656E-11 3.446E-11 9.634E-11 3.223E-11 6.307E-10 
