# time (s)
# rate = scaling parameter
# emissions (mol m^{-2} s^{-1})
time	0	3600	7200	10800	14400	18000	21600	25200	28800	32400	36000	39600	43200	46800	50400	54000	57600	61200	64800	68400	72000	75600	79200	82800	86400   90000	93600	97200	100800	104400	108000	111600  115200	118800	122400	126000	129600	133200	136800	140400	144000	147600	151200	154800	158400	162000	165600	169200	172800
rate	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.5
#rate	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.8
#rate	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   1
SO2 9.76E-09 1.263E-08 1.173E-08 1.198E-08 1.204E-08 1.218E-08 1.209E-08 1.217E-08 1.282E-08 1.232E-08 1.033E-08 8.894E-09 8.813E-09 8.315E-09 8.144E-09 7.925E-09 6.607E-09 6.148E-09 6.077E-09 5.931E-09 5.897E-09 5.931E-09 6.259E-09 7.308E-09 9.76E-09 1.263E-08 1.173E-08 1.198E-08 1.204E-08 1.218E-08 1.209E-08 1.217E-08 1.282E-08 1.232E-08 1.033E-08 8.894E-09 8.813E-09 8.315E-09 8.144E-09 7.925E-09 6.607E-09 6.148E-09 6.077E-09 5.931E-09 5.897E-09 5.931E-09 6.259E-09 7.308E-09 9.76E-09 
NO2 1.795E-09 1.979E-09 1.818E-09 1.948E-09 2.002E-09 2.091E-09 2.02E-09 2.108E-09 2.026E-09 2.366E-09 1.964E-09 1.741E-09 1.413E-09 1.149E-09 1.067E-09 9.124E-10 5.719E-10 5.267E-10 4.73E-10 3.655E-10 3.514E-10 3.752E-10 5.86E-10 1.129E-09 1.795E-09 1.979E-09 1.818E-09 1.948E-09 2.002E-09 2.091E-09 2.02E-09 2.108E-09 2.026E-09 2.366E-09 1.964E-09 1.741E-09 1.413E-09 1.149E-09 1.067E-09 9.124E-10 5.719E-10 5.267E-10 4.73E-10 3.655E-10 3.514E-10 3.752E-10 5.86E-10 1.129E-09 1.795E-09 
NO 1.091E-08 1.203E-08 1.106E-08 1.184E-08 1.217E-08 1.272E-08 1.228E-08 1.282E-08 1.232E-08 1.438E-08 1.194E-08 1.058E-08 8.588E-09 6.984E-09 6.49E-09 5.551E-09 3.478E-09 3.202E-09 2.876E-09 2.223E-09 2.136E-09 2.282E-09 3.563E-09 6.862E-09 1.091E-08 1.203E-08 1.106E-08 1.184E-08 1.217E-08 1.272E-08 1.228E-08 1.282E-08 1.232E-08 1.438E-08 1.194E-08 1.058E-08 8.588E-09 6.984E-09 6.49E-09 5.551E-09 3.478E-09 3.202E-09 2.876E-09 2.223E-09 2.136E-09 2.282E-09 3.563E-09 6.862E-09 1.091E-08 
NH3 1.177E-08 1.147E-08 2.16E-08 1.932E-08 2.162E-08 2.478E-08 2.175E-08 2.378E-08 1.775E-08 8.889E-09 7.136E-09 3.365E-09 2.75E-09 3.016E-09 3.593E-09 3.608E-09 1.313E-09 3.568E-09 1.297E-09 1.275E-09 1.305E-09 1.363E-09 1.427E-09 3.62E-09 1.177E-08 1.147E-08 2.16E-08 1.932E-08 2.162E-08 2.478E-08 2.175E-08 2.378E-08 1.775E-08 8.889E-09 7.136E-09 3.365E-09 2.75E-09 3.016E-09 3.593E-09 3.608E-09 1.313E-09 3.568E-09 1.297E-09 1.275E-09 1.305E-09 1.363E-09 1.427E-09 3.62E-09 1.177E-08 
CO 3.118E-07 2.321E-07 1.652E-07 1.773E-07 1.852E-07 1.954E-07 1.85E-07 1.952E-07 2.759E-07 3.52E-07 3.235E-07 1.819E-07 1.332E-07 9.692E-08 8.543E-08 6.61E-08 3.196E-08 3.118E-08 2.55E-08 1.015E-08 8.177E-09 1.216E-08 4.307E-08 1.566E-07 3.118E-07 2.321E-07 1.652E-07 1.773E-07 1.852E-07 1.954E-07 1.85E-07 1.952E-07 2.759E-07 3.52E-07 3.235E-07 1.819E-07 1.332E-07 9.692E-08 8.543E-08 6.61E-08 3.196E-08 3.118E-08 2.55E-08 1.015E-08 8.177E-09 1.216E-08 4.307E-08 1.566E-07 3.118E-07 
ALD2 1.356E-09 1.022E-09 7.485E-10 8.157E-10 8.571E-10 9.017E-10 8.507E-10 9.001E-10 1.315E-09 1.698E-09 1.581E-09 8.611E-10 6.251E-10 4.521E-10 3.985E-10 3.057E-10 1.421E-10 1.407E-10 1.139E-10 4.121E-11 3.208E-11 5.057E-11 1.934E-10 6.943E-10 1.356E-09 1.022E-09 7.485E-10 8.157E-10 8.571E-10 9.017E-10 8.507E-10 9.001E-10 1.315E-09 1.698E-09 1.581E-09 8.611E-10 6.251E-10 4.521E-10 3.985E-10 3.057E-10 1.421E-10 1.407E-10 1.139E-10 4.121E-11 3.208E-11 5.057E-11 1.934E-10 6.943E-10 1.356E-09 
HCHO 6.664E-09 5.292E-09 4.004E-09 4.33E-09 4.519E-09 4.739E-09 4.498E-09 4.734E-09 6.708E-09 8.51E-09 7.715E-09 4.268E-09 3.155E-09 2.317E-09 2.054E-09 1.604E-09 7.691E-10 7.642E-10 6.294E-10 2.817E-10 2.376E-10 3.242E-10 1.016E-09 3.429E-09 6.664E-09 5.292E-09 4.004E-09 4.33E-09 4.519E-09 4.739E-09 4.498E-09 4.734E-09 6.708E-09 8.51E-09 7.715E-09 4.268E-09 3.155E-09 2.317E-09 2.054E-09 1.604E-09 7.691E-10 7.642E-10 6.294E-10 2.817E-10 2.376E-10 3.242E-10 1.016E-09 3.429E-09 6.664E-09 
ETH 2.043E-08 1.537E-08 1.116E-08 1.21E-08 1.268E-08 1.336E-08 1.262E-08 1.331E-08 1.995E-08 2.563E-08 2.374E-08 1.266E-08 9.263E-09 6.766E-09 5.982E-09 4.551E-09 2.158E-09 2.129E-09 1.74E-09 6.81E-10 5.494E-10 8.198E-10 2.931E-09 1.047E-08 2.043E-08 1.537E-08 1.116E-08 1.21E-08 1.268E-08 1.336E-08 1.262E-08 1.331E-08 1.995E-08 2.563E-08 2.374E-08 1.266E-08 9.263E-09 6.766E-09 5.982E-09 4.551E-09 2.158E-09 2.129E-09 1.74E-09 6.81E-10 5.494E-10 8.198E-10 2.931E-09 1.047E-08 2.043E-08 
OLEI 2.696E-09 2.072E-09 1.529E-09 1.662E-09 1.745E-09 1.835E-09 1.741E-09 1.836E-09 2.762E-09 3.533E-09 3.27E-09 1.694E-09 1.232E-09 8.941E-10 7.836E-10 6.064E-10 2.87E-10 2.898E-10 2.323E-10 9.467E-11 7.74E-11 1.124E-10 4.055E-10 1.385E-09 2.696E-09 2.072E-09 1.529E-09 1.662E-09 1.745E-09 1.835E-09 1.741E-09 1.836E-09 2.762E-09 3.533E-09 3.27E-09 1.694E-09 1.232E-09 8.941E-10 7.836E-10 6.064E-10 2.87E-10 2.898E-10 2.323E-10 9.467E-11 7.74E-11 1.124E-10 4.055E-10 1.385E-09 2.696E-09 
OLET 3.464E-09 2.663E-09 1.965E-09 2.136E-09 2.243E-09 2.359E-09 2.237E-09 2.36E-09 3.549E-09 4.54E-09 4.202E-09 2.177E-09 1.583E-09 1.149E-09 1.007E-09 7.792E-10 3.688E-10 3.724E-10 2.985E-10 1.217E-10 9.947E-11 1.444E-10 5.211E-10 1.78E-09 3.464E-09 2.663E-09 1.965E-09 2.136E-09 2.243E-09 2.359E-09 2.237E-09 2.36E-09 3.549E-09 4.54E-09 4.202E-09 2.177E-09 1.583E-09 1.149E-09 1.007E-09 7.792E-10 3.688E-10 3.724E-10 2.985E-10 1.217E-10 9.947E-11 1.444E-10 5.211E-10 1.78E-09 3.464E-09 
TOL 1.091E-08 1.557E-08 1.387E-08 1.435E-08 1.467E-08 1.504E-08 1.47E-08 1.504E-08 1.824E-08 2.037E-08 1.312E-08 7.483E-09 5.505E-09 4.083E-09 3.595E-09 2.817E-09 1.604E-09 1.199E-09 9.649E-10 4.403E-10 3.767E-10 5.101E-10 1.663E-09 5.623E-09 1.091E-08 1.557E-08 1.387E-08 1.435E-08 1.467E-08 1.504E-08 1.47E-08 1.504E-08 1.824E-08 2.037E-08 1.312E-08 7.483E-09 5.505E-09 4.083E-09 3.595E-09 2.817E-09 1.604E-09 1.199E-09 9.649E-10 4.403E-10 3.767E-10 5.101E-10 1.663E-09 5.623E-09 1.091E-08 
XYL 2.471E-09 2.107E-09 1.615E-09 1.725E-09 1.792E-09 1.871E-09 1.792E-09 1.879E-09 2.664E-09 3.287E-09 2.847E-09 1.516E-09 1.114E-09 8.203E-10 7.281E-10 5.746E-10 3.024E-10 2.989E-10 2.399E-10 1.19E-10 1.041E-10 1.35E-10 3.774E-10 1.263E-10 2.471E-09 2.107E-09 1.615E-09 1.725E-09 1.792E-09 1.871E-09 1.792E-09 1.879E-09 2.664E-09 3.287E-09 2.847E-09 1.516E-09 1.114E-09 8.203E-10 7.281E-10 5.746E-10 3.024E-10 2.989E-10 2.399E-10 1.19E-10 1.041E-10 1.35E-10 3.774E-10 1.263E-10 2.471E-09 
