# time (s)
# rate = scaling parameter
# emissions (mol m^{-2} s^{-1})
time	0	3600	7200	10800	14400	18000	21600	25200	28800	32400	36000	39600	43200	46800	50400	54000	57600	61200	64800	68400	72000	75600	79200	82800	86400   90000	93600	97200	100800	104400	108000	111600  115200	118800	122400	126000	129600	133200	136800	140400	144000	147600	151200	154800	158400	162000	165600	169200	172800
rate	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.5
#rate	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.8
#rate	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   1
SO2 1.36E-08 1.761E-08 1.635E-08 1.67E-08 1.677E-08 1.698E-08 1.685E-08 1.696E-08 1.786E-08 1.717E-08 1.439E-08 1.24E-08 1.228E-08 1.159E-08 1.135E-08 1.105E-08 9.208E-09 8.569E-09 8.469E-09 8.267E-09 8.218E-09 8.267E-09 8.723E-09 1.018E-08 1.36E-08 1.761E-08 1.635E-08 1.67E-08 1.677E-08 1.698E-08 1.685E-08 1.696E-08 1.786E-08 1.717E-08 1.439E-08 1.24E-08 1.228E-08 1.159E-08 1.135E-08 1.105E-08 9.208E-09 8.569E-09 8.469E-09 8.267E-09 8.218E-09 8.267E-09 8.723E-09 1.018E-08 1.36E-08 
NO2 2.324E-09 2.562E-09 2.354E-09 2.522E-09 2.592E-09 2.708E-09 2.615E-09 2.729E-09 2.623E-09 3.063E-09 2.542E-09 2.254E-09 1.829E-09 1.487E-09 1.382E-09 1.181E-09 7.403E-10 6.819E-10 6.124E-10 4.731E-10 4.55E-10 4.857E-10 7.586E-10 1.461E-09 2.324E-09 2.562E-09 2.354E-09 2.522E-09 2.592E-09 2.708E-09 2.615E-09 2.729E-09 2.623E-09 3.063E-09 2.542E-09 2.254E-09 1.829E-09 1.487E-09 1.382E-09 1.181E-09 7.403E-10 6.819E-10 6.124E-10 4.731E-10 4.55E-10 4.857E-10 7.586E-10 1.461E-09 2.324E-09 
NO 3.504E-08 3.863E-08 3.551E-08 3.802E-08 3.908E-08 4.084E-08 3.943E-08 4.116E-08 3.955E-08 4.618E-08 3.835E-08 3.399E-08 2.758E-08 2.243E-08 2.084E-08 1.782E-08 1.117E-08 1.028E-08 9.235E-09 7.138E-09 6.858E-09 7.327E-09 1.144E-08 2.204E-08 3.504E-08 3.863E-08 3.551E-08 3.802E-08 3.908E-08 4.084E-08 3.943E-08 4.116E-08 3.955E-08 4.618E-08 3.835E-08 3.399E-08 2.758E-08 2.243E-08 2.084E-08 1.782E-08 1.117E-08 1.028E-08 9.235E-09 7.138E-09 6.858E-09 7.327E-09 1.144E-08 2.204E-08 3.504E-08 
NH3 1.261E-08 1.23E-08 2.315E-08 2.071E-08 2.317E-08 2.656E-08 2.331E-08 2.549E-08 1.903E-08 9.527E-09 7.649E-09 3.606E-09 2.948E-09 3.233E-09 3.851E-09 3.867E-09 1.407E-09 3.824E-09 1.39E-09 1.367E-09 1.399E-09 1.461E-09 1.529E-09 3.879E-09 1.261E-08 1.23E-08 2.315E-08 2.071E-08 2.317E-08 2.656E-08 2.331E-08 2.549E-08 1.903E-08 9.527E-09 7.649E-09 3.606E-09 2.948E-09 3.233E-09 3.851E-09 3.867E-09 1.407E-09 3.824E-09 1.39E-09 1.367E-09 1.399E-09 1.461E-09 1.529E-09 3.879E-09 1.261E-08 
CO 7.873E-07 5.862E-07 4.172E-07 4.477E-07 4.677E-07 4.933E-07 4.671E-07 4.928E-07 6.968E-07 8.888E-07 8.17E-07 4.593E-07 3.363E-07 2.447E-07 2.157E-07 1.669E-07 8.072E-08 7.875E-08 6.439E-08 2.562E-08 2.065E-08 3.071E-08 1.088E-07 3.955E-07 7.873E-07 5.862E-07 4.172E-07 4.477E-07 4.677E-07 4.933E-07 4.671E-07 4.928E-07 6.968E-07 8.888E-07 8.17E-07 4.593E-07 3.363E-07 2.447E-07 2.157E-07 1.669E-07 8.072E-08 7.875E-08 6.439E-08 2.562E-08 2.065E-08 3.071E-08 1.088E-07 3.955E-07 7.873E-07 
ALD2 2.995E-09 2.258E-09 1.654E-09 1.802E-09 1.893E-09 1.992E-09 1.879E-09 1.988E-09 2.905E-09 3.752E-09 3.493E-09 1.902E-09 1.381E-09 9.988E-10 8.804E-10 6.754E-10 3.139E-10 3.108E-10 2.516E-10 9.103E-11 7.088E-11 1.117E-10 4.273E-10 1.534E-09 2.995E-09 2.258E-09 1.654E-09 1.802E-09 1.893E-09 1.992E-09 1.879E-09 1.988E-09 2.905E-09 3.752E-09 3.493E-09 1.902E-09 1.381E-09 9.988E-10 8.804E-10 6.754E-10 3.139E-10 3.108E-10 2.516E-10 9.103E-11 7.088E-11 1.117E-10 4.273E-10 1.534E-09 2.995E-09 
HCHO 1.461E-10 1.16E-10 8.78E-11 9.496E-11 9.91E-11 1.039E-10 9.863E-11 1.038E-10 1.471E-10 1.866E-10 1.692E-10 9.359E-11 6.919E-11 5.081E-11 4.505E-11 3.518E-11 1.686E-11 1.676E-11 1.38E-11 6.178E-12 5.21E-12 7.11E-12 2.228E-11 7.52E-11 1.461E-10 1.16E-10 8.78E-11 9.496E-11 9.91E-11 1.039E-10 9.863E-11 1.038E-10 1.471E-10 1.866E-10 1.692E-10 9.359E-11 6.919E-11 5.081E-11 4.505E-11 3.518E-11 1.686E-11 1.676E-11 1.38E-11 6.178E-12 5.21E-12 7.11E-12 2.228E-11 7.52E-11 1.461E-10 
ETH 1.808E-08 1.36E-08 9.877E-09 1.071E-08 1.123E-08 1.182E-08 1.117E-08 1.178E-08 1.766E-08 2.269E-08 2.101E-08 1.121E-08 8.199E-09 5.989E-09 5.294E-09 4.028E-09 1.91E-09 1.884E-09 1.54E-09 6.028E-10 4.863E-10 7.256E-10 2.594E-09 9.267E-09 1.808E-08 1.36E-08 9.877E-09 1.071E-08 1.123E-08 1.182E-08 1.117E-08 1.178E-08 1.766E-08 2.269E-08 2.101E-08 1.121E-08 8.199E-09 5.989E-09 5.294E-09 4.028E-09 1.91E-09 1.884E-09 1.54E-09 6.028E-10 4.863E-10 7.256E-10 2.594E-09 9.267E-09 1.808E-08 
OLEI 2.776E-09 2.134E-09 1.575E-09 1.712E-09 1.797E-09 1.89E-09 1.793E-09 1.891E-09 2.844E-09 3.638E-09 3.367E-09 1.745E-09 1.269E-09 9.208E-10 8.069E-10 6.245E-10 2.956E-10 2.984E-10 2.392E-10 9.749E-11 7.971E-11 1.157E-10 4.176E-10 1.427E-09 2.776E-09 2.134E-09 1.575E-09 1.712E-09 1.797E-09 1.89E-09 1.793E-09 1.891E-09 2.844E-09 3.638E-09 3.367E-09 1.745E-09 1.269E-09 9.208E-10 8.069E-10 6.245E-10 2.956E-10 2.984E-10 2.392E-10 9.749E-11 7.971E-11 1.157E-10 4.176E-10 1.427E-09 2.776E-09 
OLET 5.776E-09 4.441E-09 3.276E-09 3.562E-09 3.739E-09 3.933E-09 3.73E-09 3.935E-09 5.918E-09 7.569E-09 7.006E-09 3.63E-09 2.639E-09 1.916E-09 1.679E-09 1.299E-09 6.15E-10 6.209E-10 4.978E-10 2.029E-10 1.659E-10 2.408E-10 8.688E-10 2.968E-09 5.776E-09 4.441E-09 3.276E-09 3.562E-09 3.739E-09 3.933E-09 3.73E-09 3.935E-09 5.918E-09 7.569E-09 7.006E-09 3.63E-09 2.639E-09 1.916E-09 1.679E-09 1.299E-09 6.15E-10 6.209E-10 4.978E-10 2.029E-10 1.659E-10 2.408E-10 8.688E-10 2.968E-09 5.776E-09 
TOL 3.455E-09 4.931E-09 4.392E-09 4.544E-09 4.645E-09 4.763E-09 4.654E-09 4.761E-09 5.777E-09 6.451E-09 4.156E-09 2.37E-09 1.743E-09 1.293E-09 1.138E-09 8.92E-10 5.078E-10 3.797E-10 3.055E-10 1.394E-10 1.193E-10 1.615E-10 5.267E-10 1.781E-09 3.455E-09 4.931E-09 4.392E-09 4.544E-09 4.645E-09 4.763E-09 4.654E-09 4.761E-09 5.777E-09 6.451E-09 4.156E-09 2.37E-09 1.743E-09 1.293E-09 1.138E-09 8.92E-10 5.078E-10 3.797E-10 3.055E-10 1.394E-10 1.193E-10 1.615E-10 5.267E-10 1.781E-09 3.455E-09 
XYL 1.083E-08 9.235E-09 7.08E-09 7.562E-09 7.854E-09 8.2E-09 7.854E-09 8.235E-09 1.168E-08 1.441E-08 1.248E-08 6.645E-09 4.885E-09 3.596E-09 3.192E-09 2.519E-09 1.326E-09 1.31E-09 1.052E-09 5.217E-10 4.561E-10 5.918E-10 1.654E-09 5.535E-10 1.083E-08 9.235E-09 7.08E-09 7.562E-09 7.854E-09 8.2E-09 7.854E-09 8.235E-09 1.168E-08 1.441E-08 1.248E-08 6.645E-09 4.885E-09 3.596E-09 3.192E-09 2.519E-09 1.326E-09 1.31E-09 1.052E-09 5.217E-10 4.561E-10 5.918E-10 1.654E-09 5.535E-10 1.083E-08 
