# time (s)
# rate = scaling parameter
# emissions (mol m^{-2} s^{-1})
time	0	3600	7200	10800	14400	18000	21600	25200	28800	32400	36000	39600	43200	46800	50400	54000	57600	61200	64800	68400	72000	75600	79200	82800	86400   90000	93600	97200	100800	104400	108000	111600  115200	118800	122400	126000	129600	133200	136800	140400	144000	147600	151200	154800	158400	162000	165600	169200	172800
rate	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.5
#rate	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.8
#rate	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   1
SO2 1.609E-08 2.083E-08 1.934E-08 1.975E-08 1.984E-08 2.008E-08 1.992E-08 2.006E-08 2.113E-08 2.03E-08 1.702E-08 1.466E-08 1.453E-08 1.371E-08 1.342E-08 1.306E-08 1.089E-08 1.013E-08 1.002E-08 9.776E-09 9.719E-09 9.776E-09 1.032E-08 1.204E-08 1.609E-08 2.083E-08 1.934E-08 1.975E-08 1.984E-08 2.008E-08 1.992E-08 2.006E-08 2.113E-08 2.03E-08 1.702E-08 1.466E-08 1.453E-08 1.371E-08 1.342E-08 1.306E-08 1.089E-08 1.013E-08 1.002E-08 9.776E-09 9.719E-09 9.776E-09 1.032E-08 1.204E-08 1.609E-08 
NO2 3.402E-10 3.751E-10 3.446E-10 3.691E-10 3.793E-10 3.963E-10 3.827E-10 3.995E-10 3.84E-10 4.483E-10 3.721E-10 3.3E-10 2.677E-10 2.177E-10 2.023E-10 1.729E-10 1.084E-10 9.982E-11 8.964E-11 6.925E-11 6.66E-11 7.11E-11 1.11E-10 2.139E-10 3.402E-10 3.751E-10 3.446E-10 3.691E-10 3.793E-10 3.963E-10 3.827E-10 3.995E-10 3.84E-10 4.483E-10 3.721E-10 3.3E-10 2.677E-10 2.177E-10 2.023E-10 1.729E-10 1.084E-10 9.982E-11 8.964E-11 6.925E-11 6.66E-11 7.11E-11 1.11E-10 2.139E-10 3.402E-10 
NO 4.036E-08 4.449E-08 4.089E-08 4.378E-08 4.501E-08 4.703E-08 4.541E-08 4.741E-08 4.555E-08 5.318E-08 4.416E-08 3.914E-08 3.176E-08 2.583E-08 2.4E-08 2.053E-08 1.286E-08 1.184E-08 1.064E-08 8.221E-09 7.898E-09 8.438E-09 1.318E-08 2.538E-08 4.036E-08 4.449E-08 4.089E-08 4.378E-08 4.501E-08 4.703E-08 4.541E-08 4.741E-08 4.555E-08 5.318E-08 4.416E-08 3.914E-08 3.176E-08 2.583E-08 2.4E-08 2.053E-08 1.286E-08 1.184E-08 1.064E-08 8.221E-09 7.898E-09 8.438E-09 1.318E-08 2.538E-08 4.036E-08 
NH3 7.322E-11 7.138E-11 1.344E-10 1.202E-10 1.345E-10 1.542E-10 1.353E-10 1.48E-10 1.104E-10 5.531E-11 4.44E-11 2.093E-11 1.711E-11 1.876E-11 2.236E-11 2.245E-11 8.167E-12 2.22E-11 8.068E-12 7.933E-12 8.122E-12 8.482E-12 8.876E-12 2.252E-11 7.322E-11 7.138E-11 1.344E-10 1.202E-10 1.345E-10 1.542E-10 1.353E-10 1.48E-10 1.104E-10 5.531E-11 4.44E-11 2.093E-11 1.711E-11 1.876E-11 2.236E-11 2.245E-11 8.167E-12 2.22E-11 8.068E-12 7.933E-12 8.122E-12 8.482E-12 8.876E-12 2.252E-11 7.322E-11 
CO 1.334E-06 9.931E-07 7.068E-07 7.585E-07 7.923E-07 8.357E-07 7.913E-07 8.349E-07 1.18E-06 1.506E-06 1.384E-06 7.78E-07 5.698E-07 4.146E-07 3.655E-07 2.828E-07 1.367E-07 1.334E-07 1.091E-07 4.34E-08 3.498E-08 5.203E-08 1.843E-07 6.7E-07 1.334E-06 9.931E-07 7.068E-07 7.585E-07 7.923E-07 8.357E-07 7.913E-07 8.349E-07 1.18E-06 1.506E-06 1.384E-06 7.78E-07 5.698E-07 4.146E-07 3.655E-07 2.828E-07 1.367E-07 1.334E-07 1.091E-07 4.34E-08 3.498E-08 5.203E-08 1.843E-07 6.7E-07 1.334E-06 
ALD2 1.175E-09 8.859E-10 6.489E-10 7.071E-10 7.43E-10 7.816E-10 7.375E-10 7.803E-10 1.14E-09 1.472E-09 1.371E-09 7.464E-10 5.418E-10 3.919E-10 3.455E-10 2.65E-10 1.232E-10 1.219E-10 9.874E-11 3.572E-11 2.781E-11 4.384E-11 1.677E-10 6.018E-10 1.175E-09 8.859E-10 6.489E-10 7.071E-10 7.43E-10 7.816E-10 7.375E-10 7.803E-10 1.14E-09 1.472E-09 1.371E-09 7.464E-10 5.418E-10 3.919E-10 3.455E-10 2.65E-10 1.232E-10 1.219E-10 9.874E-11 3.572E-11 2.781E-11 4.384E-11 1.677E-10 6.018E-10 1.175E-09 
HCHO 6.496E-10 5.158E-10 3.903E-10 4.221E-10 4.405E-10 4.619E-10 4.384E-10 4.615E-10 6.539E-10 8.295E-10 7.521E-10 4.16E-10 3.076E-10 2.259E-10 2.003E-10 1.564E-10 7.497E-11 7.449E-11 6.136E-11 2.746E-11 2.316E-11 3.161E-11 9.906E-11 3.343E-10 6.496E-10 5.158E-10 3.903E-10 4.221E-10 4.405E-10 4.619E-10 4.384E-10 4.615E-10 6.539E-10 8.295E-10 7.521E-10 4.16E-10 3.076E-10 2.259E-10 2.003E-10 1.564E-10 7.497E-11 7.449E-11 6.136E-11 2.746E-11 2.316E-11 3.161E-11 9.906E-11 3.343E-10 6.496E-10 
ETH 3.465E-08 2.607E-08 1.893E-08 2.052E-08 2.151E-08 2.266E-08 2.14E-08 2.258E-08 3.384E-08 4.348E-08 4.027E-08 2.148E-08 1.571E-08 1.148E-08 1.015E-08 7.719E-09 3.66E-09 3.611E-09 2.952E-09 1.155E-09 9.32E-10 1.391E-09 4.972E-09 1.776E-08 3.465E-08 2.607E-08 1.893E-08 2.052E-08 2.151E-08 2.266E-08 2.14E-08 2.258E-08 3.384E-08 4.348E-08 4.027E-08 2.148E-08 1.571E-08 1.148E-08 1.015E-08 7.719E-09 3.66E-09 3.611E-09 2.952E-09 1.155E-09 9.32E-10 1.391E-09 4.972E-09 1.776E-08 3.465E-08 
OLEI 9.65E-09 7.419E-09 5.474E-09 5.951E-09 6.248E-09 6.571E-09 6.232E-09 6.574E-09 9.887E-09 1.265E-08 1.171E-08 6.065E-09 4.41E-09 3.201E-09 2.805E-09 2.171E-09 1.027E-09 1.037E-09 8.316E-10 3.389E-10 2.771E-10 4.024E-10 1.452E-09 4.96E-09 9.65E-09 7.419E-09 5.474E-09 5.951E-09 6.248E-09 6.571E-09 6.232E-09 6.574E-09 9.887E-09 1.265E-08 1.171E-08 6.065E-09 4.41E-09 3.201E-09 2.805E-09 2.171E-09 1.027E-09 1.037E-09 8.316E-10 3.389E-10 2.771E-10 4.024E-10 1.452E-09 4.96E-09 9.65E-09 
OLET 1.784E-09 1.372E-09 1.012E-09 1.1E-09 1.155E-09 1.215E-09 1.152E-09 1.216E-09 1.828E-09 2.339E-09 2.165E-09 1.121E-09 8.154E-10 5.919E-10 5.187E-10 4.014E-10 1.9E-10 1.918E-10 1.538E-10 6.267E-11 5.124E-11 7.44E-11 2.684E-10 9.171E-10 1.784E-09 1.372E-09 1.012E-09 1.1E-09 1.155E-09 1.215E-09 1.152E-09 1.216E-09 1.828E-09 2.339E-09 2.165E-09 1.121E-09 8.154E-10 5.919E-10 5.187E-10 4.014E-10 1.9E-10 1.918E-10 1.538E-10 6.267E-11 5.124E-11 7.44E-11 2.684E-10 9.171E-10 1.784E-09 
TOL 4.568E-09 6.518E-09 5.806E-09 6.008E-09 6.141E-09 6.297E-09 6.153E-09 6.294E-09 7.637E-09 8.528E-09 5.494E-09 3.133E-09 2.305E-09 1.709E-09 1.505E-09 1.179E-09 6.713E-10 5.02E-10 4.039E-10 1.843E-10 1.577E-10 2.135E-10 6.963E-10 2.354E-09 4.568E-09 6.518E-09 5.806E-09 6.008E-09 6.141E-09 6.297E-09 6.153E-09 6.294E-09 7.637E-09 8.528E-09 5.494E-09 3.133E-09 2.305E-09 1.709E-09 1.505E-09 1.179E-09 6.713E-10 5.02E-10 4.039E-10 1.843E-10 1.577E-10 2.135E-10 6.963E-10 2.354E-09 4.568E-09 
XYL 3.104E-09 2.647E-09 2.029E-09 2.167E-09 2.251E-09 2.35E-09 2.251E-09 2.36E-09 3.346E-09 4.129E-09 3.577E-09 1.904E-09 1.4E-09 1.031E-09 9.147E-10 7.218E-10 3.798E-10 3.755E-10 3.014E-10 1.495E-10 1.307E-10 1.696E-10 4.741E-10 1.586E-10 3.104E-09 2.647E-09 2.029E-09 2.167E-09 2.251E-09 2.35E-09 2.251E-09 2.36E-09 3.346E-09 4.129E-09 3.577E-09 1.904E-09 1.4E-09 1.031E-09 9.147E-10 7.218E-10 3.798E-10 3.755E-10 3.014E-10 1.495E-10 1.307E-10 1.696E-10 4.741E-10 1.586E-10 3.104E-09 
