# time (s)
# rate = scaling parameter
# emissions (mol m^{-2} s^{-1})
time	0	3600	7200	10800	14400	18000	21600	25200	28800	32400	36000	39600	43200	46800	50400	54000	57600	61200	64800	68400	72000	75600	79200	82800	86400   90000	93600	97200	100800	104400	108000	111600  115200	118800	122400	126000	129600	133200	136800	140400	144000	147600	151200	154800	158400	162000	165600	169200	172800
rate	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.5
#rate	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.8
#rate	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   1
SO2 3.544E-09 4.587E-09 4.259E-09 4.351E-09 4.37E-09 4.422E-09 4.389E-09 4.419E-09 4.653E-09 4.472E-09 3.75E-09 3.229E-09 3.2E-09 3.019E-09 2.957E-09 2.877E-09 2.399E-09 2.232E-09 2.206E-09 2.153E-09 2.141E-09 2.153E-09 2.272E-09 2.653E-09 3.544E-09 4.587E-09 4.259E-09 4.351E-09 4.37E-09 4.422E-09 4.389E-09 4.419E-09 4.653E-09 4.472E-09 3.75E-09 3.229E-09 3.2E-09 3.019E-09 2.957E-09 2.877E-09 2.399E-09 2.232E-09 2.206E-09 2.153E-09 2.141E-09 2.153E-09 2.272E-09 2.653E-09 3.544E-09 
NO2 1.277E-09 1.407E-09 1.293E-09 1.385E-09 1.424E-09 1.487E-09 1.436E-09 1.499E-09 1.441E-09 1.682E-09 1.397E-09 1.238E-09 1.005E-09 8.169E-10 7.591E-10 6.489E-10 4.067E-10 3.746E-10 3.364E-10 2.599E-10 2.499E-10 2.668E-10 4.167E-10 8.025E-10 1.277E-09 1.407E-09 1.293E-09 1.385E-09 1.424E-09 1.487E-09 1.436E-09 1.499E-09 1.441E-09 1.682E-09 1.397E-09 1.238E-09 1.005E-09 8.169E-10 7.591E-10 6.489E-10 4.067E-10 3.746E-10 3.364E-10 2.599E-10 2.499E-10 2.668E-10 4.167E-10 8.025E-10 1.277E-09 
NO 2.328E-08 2.567E-08 2.359E-08 2.526E-08 2.596E-08 2.713E-08 2.619E-08 2.735E-08 2.627E-08 3.068E-08 2.548E-08 2.258E-08 1.832E-08 1.49E-08 1.385E-08 1.184E-08 7.419E-09 6.832E-09 6.135E-09 4.742E-09 4.556E-09 4.868E-09 7.601E-09 1.464E-08 2.328E-08 2.567E-08 2.359E-08 2.526E-08 2.596E-08 2.713E-08 2.619E-08 2.735E-08 2.627E-08 3.068E-08 2.548E-08 2.258E-08 1.832E-08 1.49E-08 1.385E-08 1.184E-08 7.419E-09 6.832E-09 6.135E-09 4.742E-09 4.556E-09 4.868E-09 7.601E-09 1.464E-08 2.328E-08 
NH3 1.709E-08 1.666E-08 3.137E-08 2.806E-08 3.14E-08 3.599E-08 3.158E-08 3.454E-08 2.578E-08 1.291E-08 1.036E-08 4.886E-09 3.994E-09 4.38E-09 5.218E-09 5.24E-09 1.906E-09 5.181E-09 1.883E-09 1.852E-09 1.896E-09 1.98E-09 2.072E-09 5.257E-09 1.709E-08 1.666E-08 3.137E-08 2.806E-08 3.14E-08 3.599E-08 3.158E-08 3.454E-08 2.578E-08 1.291E-08 1.036E-08 4.886E-09 3.994E-09 4.38E-09 5.218E-09 5.24E-09 1.906E-09 5.181E-09 1.883E-09 1.852E-09 1.896E-09 1.98E-09 2.072E-09 5.257E-09 1.709E-08 
CO 9.565E-07 7.122E-07 5.068E-07 5.439E-07 5.682E-07 5.993E-07 5.675E-07 5.987E-07 8.465E-07 1.08E-06 9.926E-07 5.58E-07 4.086E-07 2.973E-07 2.621E-07 2.028E-07 9.806E-08 9.567E-08 7.822E-08 3.113E-08 2.509E-08 3.731E-08 1.321E-07 4.805E-07 9.565E-07 7.122E-07 5.068E-07 5.439E-07 5.682E-07 5.993E-07 5.675E-07 5.987E-07 8.465E-07 1.08E-06 9.926E-07 5.58E-07 4.086E-07 2.973E-07 2.621E-07 2.028E-07 9.806E-08 9.567E-08 7.822E-08 3.113E-08 2.509E-08 3.731E-08 1.321E-07 4.805E-07 9.565E-07 
ALD2 3.156E-09 2.379E-09 1.742E-09 1.899E-09 1.995E-09 2.099E-09 1.98E-09 2.095E-09 3.061E-09 3.953E-09 3.68E-09 2.004E-09 1.455E-09 1.052E-09 9.276E-10 7.116E-10 3.308E-10 3.274E-10 2.651E-10 9.591E-11 7.468E-11 1.177E-10 4.502E-10 1.616E-09 3.156E-09 2.379E-09 1.742E-09 1.899E-09 1.995E-09 2.099E-09 1.98E-09 2.095E-09 3.061E-09 3.953E-09 3.68E-09 2.004E-09 1.455E-09 1.052E-09 9.276E-10 7.116E-10 3.308E-10 3.274E-10 2.651E-10 9.591E-11 7.468E-11 1.177E-10 4.502E-10 1.616E-09 3.156E-09 
HCHO 1.08E-09 8.579E-10 6.491E-10 7.02E-10 7.326E-10 7.682E-10 7.291E-10 7.674E-10 1.087E-09 1.38E-09 1.251E-09 6.919E-10 5.115E-10 3.756E-10 3.33E-10 2.601E-10 1.247E-10 1.239E-10 1.02E-10 4.567E-11 3.852E-11 5.256E-11 1.647E-10 5.56E-10 1.08E-09 8.579E-10 6.491E-10 7.02E-10 7.326E-10 7.682E-10 7.291E-10 7.674E-10 1.087E-09 1.38E-09 1.251E-09 6.919E-10 5.115E-10 3.756E-10 3.33E-10 2.601E-10 1.247E-10 1.239E-10 1.02E-10 4.567E-11 3.852E-11 5.256E-11 1.647E-10 5.56E-10 1.08E-09 
ETH 9.817E-09 7.385E-09 5.362E-09 5.814E-09 6.095E-09 6.419E-09 6.063E-09 6.398E-09 9.589E-09 1.232E-08 1.141E-08 6.085E-09 4.451E-09 3.251E-09 2.874E-09 2.187E-09 1.037E-09 1.023E-09 8.362E-10 3.273E-10 2.64E-10 3.94E-10 1.409E-09 5.032E-09 9.817E-09 7.385E-09 5.362E-09 5.814E-09 6.095E-09 6.419E-09 6.063E-09 6.398E-09 9.589E-09 1.232E-08 1.141E-08 6.085E-09 4.451E-09 3.251E-09 2.874E-09 2.187E-09 1.037E-09 1.023E-09 8.362E-10 3.273E-10 2.64E-10 3.94E-10 1.409E-09 5.032E-09 9.817E-09 
OLEI 1.12E-08 8.61E-09 6.353E-09 6.906E-09 7.251E-09 7.625E-09 7.232E-09 7.629E-09 1.147E-08 1.468E-08 1.358E-08 7.038E-09 5.118E-09 3.715E-09 3.255E-09 2.519E-09 1.192E-09 1.204E-09 9.651E-10 3.933E-10 3.216E-10 4.669E-10 1.685E-09 5.756E-09 1.12E-08 8.61E-09 6.353E-09 6.906E-09 7.251E-09 7.625E-09 7.232E-09 7.629E-09 1.147E-08 1.468E-08 1.358E-08 7.038E-09 5.118E-09 3.715E-09 3.255E-09 2.519E-09 1.192E-09 1.204E-09 9.651E-10 3.933E-10 3.216E-10 4.669E-10 1.685E-09 5.756E-09 1.12E-08 
OLET 8.965E-09 6.892E-09 5.085E-09 5.528E-09 5.804E-09 6.104E-09 5.789E-09 6.107E-09 9.185E-09 1.175E-08 1.087E-08 5.634E-09 4.097E-09 2.974E-09 2.606E-09 2.017E-09 9.545E-10 9.637E-10 7.726E-10 3.148E-10 2.574E-10 3.738E-10 1.348E-09 4.607E-09 8.965E-09 6.892E-09 5.085E-09 5.528E-09 5.804E-09 6.104E-09 5.789E-09 6.107E-09 9.185E-09 1.175E-08 1.087E-08 5.634E-09 4.097E-09 2.974E-09 2.606E-09 2.017E-09 9.545E-10 9.637E-10 7.726E-10 3.148E-10 2.574E-10 3.738E-10 1.348E-09 4.607E-09 8.965E-09 
TOL 8.782E-09 1.253E-08 1.116E-08 1.155E-08 1.181E-08 1.211E-08 1.183E-08 1.21E-08 1.468E-08 1.639E-08 1.056E-08 6.022E-09 4.43E-09 3.286E-09 2.893E-09 2.267E-09 1.291E-09 9.651E-10 7.765E-10 3.544E-10 3.031E-10 4.105E-10 1.339E-09 4.525E-09 8.782E-09 1.253E-08 1.116E-08 1.155E-08 1.181E-08 1.211E-08 1.183E-08 1.21E-08 1.468E-08 1.639E-08 1.056E-08 6.022E-09 4.43E-09 3.286E-09 2.893E-09 2.267E-09 1.291E-09 9.651E-10 7.765E-10 3.544E-10 3.031E-10 4.105E-10 1.339E-09 4.525E-09 8.782E-09 
XYL 3.822E-09 3.259E-09 2.498E-09 2.668E-09 2.771E-09 2.893E-09 2.771E-09 2.906E-09 4.12E-09 5.084E-09 4.404E-09 2.345E-09 1.724E-09 1.269E-09 1.126E-09 8.887E-10 4.677E-10 4.623E-10 3.711E-10 1.841E-10 1.61E-10 2.088E-10 5.837E-10 1.953E-10 3.822E-09 3.259E-09 2.498E-09 2.668E-09 2.771E-09 2.893E-09 2.771E-09 2.906E-09 4.12E-09 5.084E-09 4.404E-09 2.345E-09 1.724E-09 1.269E-09 1.126E-09 8.887E-10 4.677E-10 4.623E-10 3.711E-10 1.841E-10 1.61E-10 2.088E-10 5.837E-10 1.953E-10 3.822E-09 
