# time (s)
# rate = scaling parameter
# emissions (mol m^{-2} s^{-1})
time	0	3600	7200	10800	14400	18000	21600	25200	28800	32400	36000	39600	43200	46800	50400	54000	57600	61200	64800	68400	72000	75600	79200	82800	86400   90000	93600	97200	100800	104400	108000	111600  115200	118800	122400	126000	129600	133200	136800	140400	144000	147600	151200	154800	158400	162000	165600	169200	172800
rate	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.5
#rate	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.8
#rate	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   1
SO2 1.028E-08 1.331E-08 1.236E-08 1.262E-08 1.268E-08 1.283E-08 1.273E-08 1.282E-08 1.35E-08 1.297E-08 1.088E-08 9.368E-09 9.283E-09 8.758E-09 8.579E-09 8.348E-09 6.959E-09 6.476E-09 6.401E-09 6.248E-09 6.211E-09 6.248E-09 6.592E-09 7.697E-09 1.028E-08 1.331E-08 1.236E-08 1.262E-08 1.268E-08 1.283E-08 1.273E-08 1.282E-08 1.35E-08 1.297E-08 1.088E-08 9.368E-09 9.283E-09 8.758E-09 8.579E-09 8.348E-09 6.959E-09 6.476E-09 6.401E-09 6.248E-09 6.211E-09 6.248E-09 6.592E-09 7.697E-09 1.028E-08 
NO2 2.876E-09 3.171E-09 2.913E-09 3.121E-09 3.207E-09 3.351E-09 3.236E-09 3.377E-09 3.246E-09 3.79E-09 3.146E-09 2.79E-09 2.264E-09 1.84E-09 1.71E-09 1.462E-09 9.162E-10 8.439E-10 7.579E-10 5.855E-10 5.631E-10 6.011E-10 9.389E-10 1.808E-09 2.876E-09 3.171E-09 2.913E-09 3.121E-09 3.207E-09 3.351E-09 3.236E-09 3.377E-09 3.246E-09 3.79E-09 3.146E-09 2.79E-09 2.264E-09 1.84E-09 1.71E-09 1.462E-09 9.162E-10 8.439E-10 7.579E-10 5.855E-10 5.631E-10 6.011E-10 9.389E-10 1.808E-09 2.876E-09 
NO 3.444E-08 3.797E-08 3.49E-08 3.737E-08 3.841E-08 4.013E-08 3.875E-08 4.046E-08 3.887E-08 4.538E-08 3.769E-08 3.341E-08 2.71E-08 2.204E-08 2.048E-08 1.752E-08 1.098E-08 1.011E-08 9.077E-09 7.016E-09 6.74E-09 7.201E-09 1.125E-08 2.166E-08 3.444E-08 3.797E-08 3.49E-08 3.737E-08 3.841E-08 4.013E-08 3.875E-08 4.046E-08 3.887E-08 4.538E-08 3.769E-08 3.341E-08 2.71E-08 2.204E-08 2.048E-08 1.752E-08 1.098E-08 1.011E-08 9.077E-09 7.016E-09 6.74E-09 7.201E-09 1.125E-08 2.166E-08 3.444E-08 
NH3 9.623E-09 9.381E-09 1.766E-08 1.58E-08 1.768E-08 2.026E-08 1.778E-08 1.945E-08 1.452E-08 7.269E-09 5.835E-09 2.751E-09 2.249E-09 2.466E-09 2.938E-09 2.951E-09 1.073E-09 2.917E-09 1.06E-09 1.043E-09 1.067E-09 1.115E-09 1.167E-09 2.96E-09 9.623E-09 9.381E-09 1.766E-08 1.58E-08 1.768E-08 2.026E-08 1.778E-08 1.945E-08 1.452E-08 7.269E-09 5.835E-09 2.751E-09 2.249E-09 2.466E-09 2.938E-09 2.951E-09 1.073E-09 2.917E-09 1.06E-09 1.043E-09 1.067E-09 1.115E-09 1.167E-09 2.96E-09 9.623E-09 
CO 6.617E-07 4.927E-07 3.507E-07 3.763E-07 3.931E-07 4.146E-07 3.926E-07 4.142E-07 5.857E-07 7.471E-07 6.867E-07 3.86E-07 2.827E-07 2.057E-07 1.813E-07 1.403E-07 6.784E-08 6.619E-08 5.412E-08 2.153E-08 1.736E-08 2.581E-08 9.142E-08 3.324E-07 6.617E-07 4.927E-07 3.507E-07 3.763E-07 3.931E-07 4.146E-07 3.926E-07 4.142E-07 5.857E-07 7.471E-07 6.867E-07 3.86E-07 2.827E-07 2.057E-07 1.813E-07 1.403E-07 6.784E-08 6.619E-08 5.412E-08 2.153E-08 1.736E-08 2.581E-08 9.142E-08 3.324E-07 6.617E-07 
ALD2 9.974E-10 7.519E-10 5.507E-10 6.001E-10 6.306E-10 6.634E-10 6.259E-10 6.622E-10 9.675E-10 1.249E-09 1.163E-09 6.335E-10 4.599E-10 3.326E-10 2.932E-10 2.249E-10 1.045E-10 1.035E-10 8.38E-11 3.032E-11 2.361E-11 3.721E-11 1.423E-10 5.108E-10 9.974E-10 7.519E-10 5.507E-10 6.001E-10 6.306E-10 6.634E-10 6.259E-10 6.622E-10 9.675E-10 1.249E-09 1.163E-09 6.335E-10 4.599E-10 3.326E-10 2.932E-10 2.249E-10 1.045E-10 1.035E-10 8.38E-11 3.032E-11 2.361E-11 3.721E-11 1.423E-10 5.108E-10 9.974E-10 
HCHO 7.765E-09 6.167E-09 4.666E-09 5.046E-09 5.266E-09 5.522E-09 5.241E-09 5.517E-09 7.817E-09 9.917E-09 8.991E-09 4.974E-09 3.677E-09 2.7E-09 2.394E-09 1.869E-09 8.962E-10 8.905E-10 7.335E-10 3.283E-10 2.769E-10 3.779E-10 1.184E-09 3.996E-09 7.765E-09 6.167E-09 4.666E-09 5.046E-09 5.266E-09 5.522E-09 5.241E-09 5.517E-09 7.817E-09 9.917E-09 8.991E-09 4.974E-09 3.677E-09 2.7E-09 2.394E-09 1.869E-09 8.962E-10 8.905E-10 7.335E-10 3.283E-10 2.769E-10 3.779E-10 1.184E-09 3.996E-09 7.765E-09 
ETH 3.368E-08 2.534E-08 1.84E-08 1.995E-08 2.091E-08 2.202E-08 2.08E-08 2.195E-08 3.29E-08 4.226E-08 3.915E-08 2.088E-08 1.527E-08 1.116E-08 9.863E-09 7.504E-09 3.558E-09 3.51E-09 2.869E-09 1.123E-09 9.06E-10 1.352E-09 4.833E-09 1.726E-08 3.368E-08 2.534E-08 1.84E-08 1.995E-08 2.091E-08 2.202E-08 2.08E-08 2.195E-08 3.29E-08 4.226E-08 3.915E-08 2.088E-08 1.527E-08 1.116E-08 9.863E-09 7.504E-09 3.558E-09 3.51E-09 2.869E-09 1.123E-09 9.06E-10 1.352E-09 4.833E-09 1.726E-08 3.368E-08 
OLEI 1.071E-09 8.234E-10 6.075E-10 6.605E-10 6.934E-10 7.293E-10 6.916E-10 7.296E-10 1.097E-09 1.404E-09 1.299E-09 6.731E-10 4.894E-10 3.553E-10 3.113E-10 2.409E-10 1.14E-10 1.151E-10 9.23E-11 3.762E-11 3.076E-11 4.466E-11 1.611E-10 5.505E-10 1.071E-09 8.234E-10 6.075E-10 6.605E-10 6.934E-10 7.293E-10 6.916E-10 7.296E-10 1.097E-09 1.404E-09 1.299E-09 6.731E-10 4.894E-10 3.553E-10 3.113E-10 2.409E-10 1.14E-10 1.151E-10 9.23E-11 3.762E-11 3.076E-11 4.466E-11 1.611E-10 5.505E-10 1.071E-09 
OLET 6.101E-09 4.69E-09 3.461E-09 3.762E-09 3.95E-09 4.154E-09 3.94E-09 4.156E-09 6.25E-09 7.995E-09 7.4E-09 3.834E-09 2.788E-09 2.024E-09 1.773E-09 1.372E-09 6.495E-10 6.558E-10 5.257E-10 2.143E-10 1.752E-10 2.544E-10 9.176E-10 3.135E-09 6.101E-09 4.69E-09 3.461E-09 3.762E-09 3.95E-09 4.154E-09 3.94E-09 4.156E-09 6.25E-09 7.995E-09 7.4E-09 3.834E-09 2.788E-09 2.024E-09 1.773E-09 1.372E-09 6.495E-10 6.558E-10 5.257E-10 2.143E-10 1.752E-10 2.544E-10 9.176E-10 3.135E-09 6.101E-09 
TOL 9.959E-09 1.421E-08 1.266E-08 1.31E-08 1.339E-08 1.373E-08 1.341E-08 1.372E-08 1.665E-08 1.859E-08 1.198E-08 6.83E-09 5.024E-09 3.727E-09 3.281E-09 2.571E-09 1.464E-09 1.094E-09 8.806E-10 4.019E-10 3.438E-10 4.655E-10 1.518E-09 5.132E-09 9.959E-09 1.421E-08 1.266E-08 1.31E-08 1.339E-08 1.373E-08 1.341E-08 1.372E-08 1.665E-08 1.859E-08 1.198E-08 6.83E-09 5.024E-09 3.727E-09 3.281E-09 2.571E-09 1.464E-09 1.094E-09 8.806E-10 4.019E-10 3.438E-10 4.655E-10 1.518E-09 5.132E-09 9.959E-09 
XYL 1.647E-09 1.404E-09 1.077E-09 1.15E-09 1.194E-09 1.247E-09 1.194E-09 1.252E-09 1.776E-09 2.191E-09 1.898E-09 1.011E-09 7.428E-10 5.469E-10 4.854E-10 3.83E-10 2.016E-10 1.993E-10 1.6E-10 7.934E-11 6.937E-11 8.999E-11 2.516E-10 8.417E-11 1.647E-09 1.404E-09 1.077E-09 1.15E-09 1.194E-09 1.247E-09 1.194E-09 1.252E-09 1.776E-09 2.191E-09 1.898E-09 1.011E-09 7.428E-10 5.469E-10 4.854E-10 3.83E-10 2.016E-10 1.993E-10 1.6E-10 7.934E-11 6.937E-11 8.999E-11 2.516E-10 8.417E-11 1.647E-09 
