# time (s)
# rate = scaling parameter
# emissions (mol m^{-2} s^{-1})
time	0	3600	7200	10800	14400	18000	21600	25200	28800	32400	36000	39600	43200	46800	50400	54000	57600	61200	64800	68400	72000	75600	79200	82800	86400   90000	93600	97200	100800	104400	108000	111600  115200	118800	122400	126000	129600	133200	136800	140400	144000	147600	151200	154800	158400	162000	165600	169200	172800
rate	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.5
#rate	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.8
#rate	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   1
SO2 1.43E-08 1.851E-08 1.719E-08 1.756E-08 1.764E-08 1.785E-08 1.771E-08 1.783E-08 1.878E-08 1.805E-08 1.513E-08 1.303E-08 1.291E-08 1.218E-08 1.193E-08 1.161E-08 9.681E-09 9.008E-09 8.904E-09 8.691E-09 8.64E-09 8.691E-09 9.171E-09 1.071E-08 1.43E-08 1.851E-08 1.719E-08 1.756E-08 1.764E-08 1.785E-08 1.771E-08 1.783E-08 1.878E-08 1.805E-08 1.513E-08 1.303E-08 1.291E-08 1.218E-08 1.193E-08 1.161E-08 9.681E-09 9.008E-09 8.904E-09 8.691E-09 8.64E-09 8.691E-09 9.171E-09 1.071E-08 1.43E-08 
NO2 5.997E-10 6.612E-10 6.074E-10 6.507E-10 6.687E-10 6.987E-10 6.747E-10 7.042E-10 6.769E-10 7.903E-10 6.56E-10 5.817E-10 4.72E-10 3.837E-10 3.566E-10 3.048E-10 1.91E-10 1.76E-10 1.58E-10 1.221E-10 1.174E-10 1.253E-10 1.958E-10 3.77E-10 5.997E-10 6.612E-10 6.074E-10 6.507E-10 6.687E-10 6.987E-10 6.747E-10 7.042E-10 6.769E-10 7.903E-10 6.56E-10 5.817E-10 4.72E-10 3.837E-10 3.566E-10 3.048E-10 1.91E-10 1.76E-10 1.58E-10 1.221E-10 1.174E-10 1.253E-10 1.958E-10 3.77E-10 5.997E-10 
NO 3.48E-08 3.836E-08 3.526E-08 3.775E-08 3.88E-08 4.054E-08 3.915E-08 4.087E-08 3.927E-08 4.585E-08 3.808E-08 3.375E-08 2.738E-08 2.227E-08 2.069E-08 1.77E-08 1.109E-08 1.021E-08 9.169E-09 7.087E-09 6.809E-09 7.275E-09 1.136E-08 2.188E-08 3.48E-08 3.836E-08 3.526E-08 3.775E-08 3.88E-08 4.054E-08 3.915E-08 4.087E-08 3.927E-08 4.585E-08 3.808E-08 3.375E-08 2.738E-08 2.227E-08 2.069E-08 1.77E-08 1.109E-08 1.021E-08 9.169E-09 7.087E-09 6.809E-09 7.275E-09 1.136E-08 2.188E-08 3.48E-08 
NH3 1.39E-08 1.355E-08 2.551E-08 2.281E-08 2.553E-08 2.927E-08 2.568E-08 2.808E-08 2.096E-08 1.05E-08 8.427E-09 3.973E-09 3.248E-09 3.561E-09 4.243E-09 4.261E-09 1.55E-09 4.213E-09 1.531E-09 1.506E-09 1.541E-09 1.61E-09 1.685E-09 4.274E-09 1.39E-08 1.355E-08 2.551E-08 2.281E-08 2.553E-08 2.927E-08 2.568E-08 2.808E-08 2.096E-08 1.05E-08 8.427E-09 3.973E-09 3.248E-09 3.561E-09 4.243E-09 4.261E-09 1.55E-09 4.213E-09 1.531E-09 1.506E-09 1.541E-09 1.61E-09 1.685E-09 4.274E-09 1.39E-08 
CO 1.043E-06 7.766E-07 5.527E-07 5.931E-07 6.196E-07 6.535E-07 6.188E-07 6.529E-07 9.231E-07 1.177E-06 1.082E-06 6.084E-07 4.456E-07 3.242E-07 2.858E-07 2.211E-07 1.069E-07 1.043E-07 8.53E-08 3.394E-08 2.735E-08 4.069E-08 1.441E-07 5.239E-07 1.043E-06 7.766E-07 5.527E-07 5.931E-07 6.196E-07 6.535E-07 6.188E-07 6.529E-07 9.231E-07 1.177E-06 1.082E-06 6.084E-07 4.456E-07 3.242E-07 2.858E-07 2.211E-07 1.069E-07 1.043E-07 8.53E-08 3.394E-08 2.735E-08 4.069E-08 1.441E-07 5.239E-07 1.043E-06 
ALD2 1.823E-09 1.375E-09 1.007E-09 1.097E-09 1.153E-09 1.213E-09 1.144E-09 1.211E-09 1.769E-09 2.284E-09 2.127E-09 1.158E-09 8.407E-10 6.081E-10 5.36E-10 4.112E-10 1.911E-10 1.892E-10 1.532E-10 5.542E-11 4.315E-11 6.802E-11 2.601E-10 9.338E-10 1.823E-09 1.375E-09 1.007E-09 1.097E-09 1.153E-09 1.213E-09 1.144E-09 1.211E-09 1.769E-09 2.284E-09 2.127E-09 1.158E-09 8.407E-10 6.081E-10 5.36E-10 4.112E-10 1.911E-10 1.892E-10 1.532E-10 5.542E-11 4.315E-11 6.802E-11 2.601E-10 9.338E-10 1.823E-09 
HCHO 7.807E-09 6.2E-09 4.691E-09 5.073E-09 5.294E-09 5.552E-09 5.269E-09 5.546E-09 7.859E-09 9.969E-09 9.039E-09 5E-09 3.697E-09 2.714E-09 2.407E-09 1.879E-09 9.01E-10 8.952E-10 7.374E-10 3.301E-10 2.784E-10 3.799E-10 1.191E-09 4.018E-09 7.807E-09 6.2E-09 4.691E-09 5.073E-09 5.294E-09 5.552E-09 5.269E-09 5.546E-09 7.859E-09 9.969E-09 9.039E-09 5E-09 3.697E-09 2.714E-09 2.407E-09 1.879E-09 9.01E-10 8.952E-10 7.374E-10 3.301E-10 2.784E-10 3.799E-10 1.191E-09 4.018E-09 7.807E-09 
ETH 1.749E-08 1.316E-08 9.556E-09 1.036E-08 1.086E-08 1.144E-08 1.08E-08 1.14E-08 1.709E-08 2.195E-08 2.033E-08 1.084E-08 7.932E-09 5.794E-09 5.122E-09 3.897E-09 1.848E-09 1.823E-09 1.49E-09 5.832E-10 4.705E-10 7.02E-10 2.51E-09 8.966E-09 1.749E-08 1.316E-08 9.556E-09 1.036E-08 1.086E-08 1.144E-08 1.08E-08 1.14E-08 1.709E-08 2.195E-08 2.033E-08 1.084E-08 7.932E-09 5.794E-09 5.122E-09 3.897E-09 1.848E-09 1.823E-09 1.49E-09 5.832E-10 4.705E-10 7.02E-10 2.51E-09 8.966E-09 1.749E-08 
OLEI 1.553E-09 1.194E-09 8.808E-10 9.575E-10 1.005E-09 1.057E-09 1.003E-09 1.058E-09 1.591E-09 2.035E-09 1.883E-09 9.758E-10 7.095E-10 5.15E-10 4.514E-10 3.493E-10 1.653E-10 1.669E-10 1.338E-10 5.453E-11 4.459E-11 6.474E-11 2.336E-10 7.98E-10 1.553E-09 1.194E-09 8.808E-10 9.575E-10 1.005E-09 1.057E-09 1.003E-09 1.058E-09 1.591E-09 2.035E-09 1.883E-09 9.758E-10 7.095E-10 5.15E-10 4.514E-10 3.493E-10 1.653E-10 1.669E-10 1.338E-10 5.453E-11 4.459E-11 6.474E-11 2.336E-10 7.98E-10 1.553E-09 
OLET 5.832E-09 4.484E-09 3.308E-09 3.596E-09 3.776E-09 3.971E-09 3.766E-09 3.973E-09 5.975E-09 7.642E-09 7.074E-09 3.665E-09 2.665E-09 1.934E-09 1.695E-09 1.312E-09 6.209E-10 6.269E-10 5.026E-10 2.048E-10 1.675E-10 2.431E-10 8.772E-10 2.997E-09 5.832E-09 4.484E-09 3.308E-09 3.596E-09 3.776E-09 3.971E-09 3.766E-09 3.973E-09 5.975E-09 7.642E-09 7.074E-09 3.665E-09 2.665E-09 1.934E-09 1.695E-09 1.312E-09 6.209E-10 6.269E-10 5.026E-10 2.048E-10 1.675E-10 2.431E-10 8.772E-10 2.997E-09 5.832E-09 
TOL 5.242E-09 7.48E-09 6.663E-09 6.894E-09 7.047E-09 7.226E-09 7.061E-09 7.223E-09 8.764E-09 9.786E-09 6.305E-09 3.595E-09 2.645E-09 1.962E-09 1.727E-09 1.353E-09 7.704E-10 5.761E-10 4.635E-10 2.115E-10 1.809E-10 2.45E-10 7.991E-10 2.701E-09 5.242E-09 7.48E-09 6.663E-09 6.894E-09 7.047E-09 7.226E-09 7.061E-09 7.223E-09 8.764E-09 9.786E-09 6.305E-09 3.595E-09 2.645E-09 1.962E-09 1.727E-09 1.353E-09 7.704E-10 5.761E-10 4.635E-10 2.115E-10 1.809E-10 2.45E-10 7.991E-10 2.701E-09 5.242E-09 
XYL 3.961E-09 3.377E-09 2.589E-09 2.765E-09 2.872E-09 2.999E-09 2.872E-09 3.011E-09 4.27E-09 5.269E-09 4.564E-09 2.43E-09 1.786E-09 1.315E-09 1.167E-09 9.21E-10 4.847E-10 4.791E-10 3.846E-10 1.908E-10 1.668E-10 2.164E-10 6.05E-10 2.024E-10 3.961E-09 3.377E-09 2.589E-09 2.765E-09 2.872E-09 2.999E-09 2.872E-09 3.011E-09 4.27E-09 5.269E-09 4.564E-09 2.43E-09 1.786E-09 1.315E-09 1.167E-09 9.21E-10 4.847E-10 4.791E-10 3.846E-10 1.908E-10 1.668E-10 2.164E-10 6.05E-10 2.024E-10 3.961E-09 
