# time (s)
# rate = scaling parameter
# emissions (mol m^{-2} s^{-1})
time	0	3600	7200	10800	14400	18000	21600	25200	28800	32400	36000	39600	43200	46800	50400	54000	57600	61200	64800	68400	72000	75600	79200	82800	86400   90000	93600	97200	100800	104400	108000	111600  115200	118800	122400	126000	129600	133200	136800	140400	144000	147600	151200	154800	158400	162000	165600	169200	172800
rate	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.5
#rate	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.8
#rate	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   1
SO2 1.011E-08 1.308E-08 1.215E-08 1.241E-08 1.246E-08 1.261E-08 1.252E-08 1.26E-08 1.327E-08 1.275E-08 1.069E-08 9.208E-09 9.125E-09 8.609E-09 8.432E-09 8.206E-09 6.84E-09 6.365E-09 6.292E-09 6.141E-09 6.105E-09 6.141E-09 6.48E-09 7.566E-09 1.011E-08 1.308E-08 1.215E-08 1.241E-08 1.246E-08 1.261E-08 1.252E-08 1.26E-08 1.327E-08 1.275E-08 1.069E-08 9.208E-09 9.125E-09 8.609E-09 8.432E-09 8.206E-09 6.84E-09 6.365E-09 6.292E-09 6.141E-09 6.105E-09 6.141E-09 6.48E-09 7.566E-09 1.011E-08 
NO2 9.355E-10 1.031E-09 9.475E-10 1.015E-09 1.043E-09 1.09E-09 1.052E-09 1.098E-09 1.056E-09 1.233E-09 1.023E-09 9.073E-10 7.362E-10 5.986E-10 5.562E-10 4.755E-10 2.98E-10 2.745E-10 2.465E-10 1.904E-10 1.831E-10 1.955E-10 3.054E-10 5.881E-10 9.355E-10 1.031E-09 9.475E-10 1.015E-09 1.043E-09 1.09E-09 1.052E-09 1.098E-09 1.056E-09 1.233E-09 1.023E-09 9.073E-10 7.362E-10 5.986E-10 5.562E-10 4.755E-10 2.98E-10 2.745E-10 2.465E-10 1.904E-10 1.831E-10 1.955E-10 3.054E-10 5.881E-10 9.355E-10 
NO 1.75E-08 1.929E-08 1.773E-08 1.898E-08 1.951E-08 2.039E-08 1.969E-08 2.055E-08 1.975E-08 2.306E-08 1.915E-08 1.697E-08 1.377E-08 1.12E-08 1.041E-08 8.9E-09 5.576E-09 5.135E-09 4.611E-09 3.564E-09 3.424E-09 3.658E-09 5.713E-09 1.1E-08 1.75E-08 1.929E-08 1.773E-08 1.898E-08 1.951E-08 2.039E-08 1.969E-08 2.055E-08 1.975E-08 2.306E-08 1.915E-08 1.697E-08 1.377E-08 1.12E-08 1.041E-08 8.9E-09 5.576E-09 5.135E-09 4.611E-09 3.564E-09 3.424E-09 3.658E-09 5.713E-09 1.1E-08 1.75E-08 
NH3 1.339E-08 1.305E-08 2.457E-08 2.198E-08 2.459E-08 2.819E-08 2.473E-08 2.705E-08 2.019E-08 1.011E-08 8.117E-09 3.827E-09 3.128E-09 3.431E-09 4.087E-09 4.104E-09 1.493E-09 4.058E-09 1.475E-09 1.45E-09 1.485E-09 1.551E-09 1.623E-09 4.117E-09 1.339E-08 1.305E-08 2.457E-08 2.198E-08 2.459E-08 2.819E-08 2.473E-08 2.705E-08 2.019E-08 1.011E-08 8.117E-09 3.827E-09 3.128E-09 3.431E-09 4.087E-09 4.104E-09 1.493E-09 4.058E-09 1.475E-09 1.45E-09 1.485E-09 1.551E-09 1.623E-09 4.117E-09 1.339E-08 
CO 7.49E-07 5.577E-07 3.969E-07 4.26E-07 4.45E-07 4.694E-07 4.444E-07 4.689E-07 6.63E-07 8.457E-07 7.773E-07 4.37E-07 3.2E-07 2.329E-07 2.052E-07 1.588E-07 7.68E-08 7.492E-08 6.126E-08 2.438E-08 1.965E-08 2.922E-08 1.035E-07 3.763E-07 7.49E-07 5.577E-07 3.969E-07 4.26E-07 4.45E-07 4.694E-07 4.444E-07 4.689E-07 6.63E-07 8.457E-07 7.773E-07 4.37E-07 3.2E-07 2.329E-07 2.052E-07 1.588E-07 7.68E-08 7.492E-08 6.126E-08 2.438E-08 1.965E-08 2.922E-08 1.035E-07 3.763E-07 7.49E-07 
ALD2 2.728E-09 2.056E-09 1.506E-09 1.641E-09 1.725E-09 1.814E-09 1.712E-09 1.811E-09 2.646E-09 3.417E-09 3.181E-09 1.733E-09 1.258E-09 9.097E-10 8.018E-10 6.151E-10 2.859E-10 2.83E-10 2.292E-10 8.291E-11 6.456E-11 1.018E-10 3.891E-10 1.397E-09 2.728E-09 2.056E-09 1.506E-09 1.641E-09 1.725E-09 1.814E-09 1.712E-09 1.811E-09 2.646E-09 3.417E-09 3.181E-09 1.733E-09 1.258E-09 9.097E-10 8.018E-10 6.151E-10 2.859E-10 2.83E-10 2.292E-10 8.291E-11 6.456E-11 1.018E-10 3.891E-10 1.397E-09 2.728E-09 
HCHO 4.38E-09 3.478E-09 2.631E-09 2.846E-09 2.97E-09 3.115E-09 2.956E-09 3.111E-09 4.409E-09 5.593E-09 5.071E-09 2.805E-09 2.074E-09 1.523E-09 1.35E-09 1.054E-09 5.055E-10 5.022E-10 4.137E-10 1.852E-10 1.562E-10 2.131E-10 6.679E-10 2.254E-09 4.38E-09 3.478E-09 2.631E-09 2.846E-09 2.97E-09 3.115E-09 2.956E-09 3.111E-09 4.409E-09 5.593E-09 5.071E-09 2.805E-09 2.074E-09 1.523E-09 1.35E-09 1.054E-09 5.055E-10 5.022E-10 4.137E-10 1.852E-10 1.562E-10 2.131E-10 6.679E-10 2.254E-09 4.38E-09 
ETH 2.663E-08 2.004E-08 1.455E-08 1.577E-08 1.654E-08 1.741E-08 1.645E-08 1.736E-08 2.601E-08 3.342E-08 3.095E-08 1.651E-08 1.208E-08 8.821E-09 7.798E-09 5.933E-09 2.813E-09 2.776E-09 2.269E-09 8.879E-10 7.163E-10 1.069E-09 3.821E-09 1.365E-08 2.663E-08 2.004E-08 1.455E-08 1.577E-08 1.654E-08 1.741E-08 1.645E-08 1.736E-08 2.601E-08 3.342E-08 3.095E-08 1.651E-08 1.208E-08 8.821E-09 7.798E-09 5.933E-09 2.813E-09 2.776E-09 2.269E-09 8.879E-10 7.163E-10 1.069E-09 3.821E-09 1.365E-08 2.663E-08 
OLEI 6.641E-09 5.106E-09 3.767E-09 4.096E-09 4.3E-09 4.522E-09 4.289E-09 4.524E-09 6.804E-09 8.704E-09 8.056E-09 4.174E-09 3.035E-09 2.203E-09 1.931E-09 1.494E-09 7.071E-10 7.139E-10 5.723E-10 2.332E-10 1.907E-10 2.769E-10 9.99E-10 3.413E-09 6.641E-09 5.106E-09 3.767E-09 4.096E-09 4.3E-09 4.522E-09 4.289E-09 4.524E-09 6.804E-09 8.704E-09 8.056E-09 4.174E-09 3.035E-09 2.203E-09 1.931E-09 1.494E-09 7.071E-10 7.139E-10 5.723E-10 2.332E-10 1.907E-10 2.769E-10 9.99E-10 3.413E-09 6.641E-09 
OLET 1.096E-08 8.429E-09 6.219E-09 6.761E-09 7.098E-09 7.465E-09 7.08E-09 7.469E-09 1.123E-08 1.437E-08 1.33E-08 6.89E-09 5.01E-09 3.637E-09 3.187E-09 2.466E-09 1.167E-09 1.179E-09 9.449E-10 3.851E-10 3.148E-10 4.571E-10 1.649E-09 5.635E-09 1.096E-08 8.429E-09 6.219E-09 6.761E-09 7.098E-09 7.465E-09 7.08E-09 7.469E-09 1.123E-08 1.437E-08 1.33E-08 6.89E-09 5.01E-09 3.637E-09 3.187E-09 2.466E-09 1.167E-09 1.179E-09 9.449E-10 3.851E-10 3.148E-10 4.571E-10 1.649E-09 5.635E-09 1.096E-08 
TOL 1.586E-09 2.263E-09 2.016E-09 2.086E-09 2.132E-09 2.186E-09 2.136E-09 2.186E-09 2.652E-09 2.961E-09 1.908E-09 1.088E-09 8.002E-10 5.935E-10 5.226E-10 4.095E-10 2.331E-10 1.743E-10 1.403E-10 6.401E-11 5.475E-11 7.414E-11 2.418E-10 8.174E-10 1.586E-09 2.263E-09 2.016E-09 2.086E-09 2.132E-09 2.186E-09 2.136E-09 2.186E-09 2.652E-09 2.961E-09 1.908E-09 1.088E-09 8.002E-10 5.935E-10 5.226E-10 4.095E-10 2.331E-10 1.743E-10 1.403E-10 6.401E-11 5.475E-11 7.414E-11 2.418E-10 8.174E-10 1.586E-09 
XYL 6.187E-09 5.275E-09 4.044E-09 4.32E-09 4.486E-09 4.684E-09 4.486E-09 4.704E-09 6.67E-09 8.23E-09 7.13E-09 3.796E-09 2.79E-09 2.054E-09 1.823E-09 1.439E-09 7.572E-10 7.484E-10 6.008E-10 2.98E-10 2.606E-10 3.38E-10 9.45E-10 3.161E-10 6.187E-09 5.275E-09 4.044E-09 4.32E-09 4.486E-09 4.684E-09 4.486E-09 4.704E-09 6.67E-09 8.23E-09 7.13E-09 3.796E-09 2.79E-09 2.054E-09 1.823E-09 1.439E-09 7.572E-10 7.484E-10 6.008E-10 2.98E-10 2.606E-10 3.38E-10 9.45E-10 3.161E-10 6.187E-09 
