# time (s)
# rate = scaling parameter
# emissions (mol m^{-2} s^{-1})
time	0	3600	7200	10800	14400	18000	21600	25200	28800	32400	36000	39600	43200	46800	50400	54000	57600	61200	64800	68400	72000	75600	79200	82800	86400   90000	93600	97200	100800	104400	108000	111600  115200	118800	122400	126000	129600	133200	136800	140400	144000	147600	151200	154800	158400	162000	165600	169200	172800
rate	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.5
#rate	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.8
#rate	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   1
SO2 1.499E-08 1.941E-08 1.802E-08 1.841E-08 1.849E-08 1.871E-08 1.857E-08 1.869E-08 1.969E-08 1.892E-08 1.586E-08 1.366E-08 1.354E-08 1.277E-08 1.251E-08 1.217E-08 1.015E-08 9.443E-09 9.333E-09 9.11E-09 9.057E-09 9.11E-09 9.613E-09 1.122E-08 1.499E-08 1.941E-08 1.802E-08 1.841E-08 1.849E-08 1.871E-08 1.857E-08 1.869E-08 1.969E-08 1.892E-08 1.586E-08 1.366E-08 1.354E-08 1.277E-08 1.251E-08 1.217E-08 1.015E-08 9.443E-09 9.333E-09 9.11E-09 9.057E-09 9.11E-09 9.613E-09 1.122E-08 1.499E-08 
NO2 3.603E-09 3.973E-09 3.65E-09 3.91E-09 4.018E-09 4.198E-09 4.054E-09 4.231E-09 4.067E-09 4.749E-09 3.942E-09 3.495E-09 2.836E-09 2.306E-09 2.143E-09 1.831E-09 1.148E-09 1.057E-09 9.495E-10 7.336E-10 7.054E-10 7.531E-10 1.176E-09 2.265E-09 3.603E-09 3.973E-09 3.65E-09 3.91E-09 4.018E-09 4.198E-09 4.054E-09 4.231E-09 4.067E-09 4.749E-09 3.942E-09 3.495E-09 2.836E-09 2.306E-09 2.143E-09 1.831E-09 1.148E-09 1.057E-09 9.495E-10 7.336E-10 7.054E-10 7.531E-10 1.176E-09 2.265E-09 3.603E-09 
NO 9.573E-08 1.055E-07 9.7E-08 1.039E-07 1.068E-07 1.116E-07 1.077E-07 1.124E-07 1.08E-07 1.261E-07 1.048E-07 9.285E-08 7.533E-08 6.126E-08 5.693E-08 4.869E-08 3.051E-08 2.809E-08 2.523E-08 1.95E-08 1.873E-08 2.002E-08 3.126E-08 6.02E-08 9.573E-08 1.055E-07 9.7E-08 1.039E-07 1.068E-07 1.116E-07 1.077E-07 1.124E-07 1.08E-07 1.261E-07 1.048E-07 9.285E-08 7.533E-08 6.126E-08 5.693E-08 4.869E-08 3.051E-08 2.809E-08 2.523E-08 1.95E-08 1.873E-08 2.002E-08 3.126E-08 6.02E-08 9.573E-08 
NH3 1.328E-08 1.294E-08 2.437E-08 2.18E-08 2.439E-08 2.796E-08 2.453E-08 2.683E-08 2.003E-08 1.003E-08 8.051E-09 3.796E-09 3.103E-09 3.403E-09 4.054E-09 4.071E-09 1.481E-09 4.025E-09 1.463E-09 1.439E-09 1.473E-09 1.538E-09 1.61E-09 4.084E-09 1.328E-08 1.294E-08 2.437E-08 2.18E-08 2.439E-08 2.796E-08 2.453E-08 2.683E-08 2.003E-08 1.003E-08 8.051E-09 3.796E-09 3.103E-09 3.403E-09 4.054E-09 4.071E-09 1.481E-09 4.025E-09 1.463E-09 1.439E-09 1.473E-09 1.538E-09 1.61E-09 4.084E-09 1.328E-08 
CO 1.262E-07 9.397E-08 6.687E-08 7.177E-08 7.497E-08 7.908E-08 7.487E-08 7.9E-08 1.117E-07 1.425E-07 1.31E-07 7.362E-08 5.391E-08 3.923E-08 3.458E-08 2.676E-08 1.294E-08 1.262E-08 1.032E-08 4.107E-09 3.31E-09 4.923E-09 1.743E-08 6.34E-08 1.262E-07 9.397E-08 6.687E-08 7.177E-08 7.497E-08 7.908E-08 7.487E-08 7.9E-08 1.117E-07 1.425E-07 1.31E-07 7.362E-08 5.391E-08 3.923E-08 3.458E-08 2.676E-08 1.294E-08 1.262E-08 1.032E-08 4.107E-09 3.31E-09 4.923E-09 1.743E-08 6.34E-08 1.262E-07 
ALD2 2.056E-09 1.55E-09 1.135E-09 1.237E-09 1.3E-09 1.367E-09 1.29E-09 1.365E-09 1.994E-09 2.575E-09 2.397E-09 1.306E-09 9.477E-10 6.855E-10 6.042E-10 4.635E-10 2.155E-10 2.133E-10 1.727E-10 6.248E-11 4.865E-11 7.668E-11 2.932E-10 1.053E-09 2.056E-09 1.55E-09 1.135E-09 1.237E-09 1.3E-09 1.367E-09 1.29E-09 1.365E-09 1.994E-09 2.575E-09 2.397E-09 1.306E-09 9.477E-10 6.855E-10 6.042E-10 4.635E-10 2.155E-10 2.133E-10 1.727E-10 6.248E-11 4.865E-11 7.668E-11 2.932E-10 1.053E-09 2.056E-09 
HCHO 4.967E-09 3.945E-09 2.984E-09 3.228E-09 3.368E-09 3.532E-09 3.353E-09 3.529E-09 5E-09 6.343E-09 5.751E-09 3.181E-09 2.352E-09 1.727E-09 1.531E-09 1.196E-09 5.733E-10 5.696E-10 4.692E-10 2.1E-10 1.771E-10 2.417E-10 7.575E-10 2.556E-09 4.967E-09 3.945E-09 2.984E-09 3.228E-09 3.368E-09 3.532E-09 3.353E-09 3.529E-09 5E-09 6.343E-09 5.751E-09 3.181E-09 2.352E-09 1.727E-09 1.531E-09 1.196E-09 5.733E-10 5.696E-10 4.692E-10 2.1E-10 1.771E-10 2.417E-10 7.575E-10 2.556E-09 4.967E-09 
ETH 3.346E-08 2.517E-08 1.828E-08 1.982E-08 2.078E-08 2.188E-08 2.067E-08 2.181E-08 3.268E-08 4.198E-08 3.889E-08 2.074E-08 1.517E-08 1.108E-08 9.798E-09 7.454E-09 3.534E-09 3.487E-09 2.85E-09 1.115E-09 9E-10 1.343E-09 4.801E-09 1.715E-08 3.346E-08 2.517E-08 1.828E-08 1.982E-08 2.078E-08 2.188E-08 2.067E-08 2.181E-08 3.268E-08 4.198E-08 3.889E-08 2.074E-08 1.517E-08 1.108E-08 9.798E-09 7.454E-09 3.534E-09 3.487E-09 2.85E-09 1.115E-09 9E-10 1.343E-09 4.801E-09 1.715E-08 3.346E-08 
OLEI 7.204E-09 5.539E-09 4.086E-09 4.442E-09 4.664E-09 4.905E-09 4.652E-09 4.908E-09 7.381E-09 9.441E-09 8.738E-09 4.527E-09 3.292E-09 2.39E-09 2.094E-09 1.62E-09 7.67E-10 7.744E-10 6.208E-10 2.53E-10 2.069E-10 3.004E-10 1.084E-09 3.702E-09 7.204E-09 5.539E-09 4.086E-09 4.442E-09 4.664E-09 4.905E-09 4.652E-09 4.908E-09 7.381E-09 9.441E-09 8.738E-09 4.527E-09 3.292E-09 2.39E-09 2.094E-09 1.62E-09 7.67E-10 7.744E-10 6.208E-10 2.53E-10 2.069E-10 3.004E-10 1.084E-09 3.702E-09 7.204E-09 
OLET 1.123E-08 8.637E-09 6.372E-09 6.928E-09 7.273E-09 7.649E-09 7.254E-09 7.653E-09 1.151E-08 1.472E-08 1.363E-08 7.06E-09 5.133E-09 3.726E-09 3.265E-09 2.527E-09 1.196E-09 1.208E-09 9.681E-10 3.945E-10 3.226E-10 4.684E-10 1.69E-09 5.774E-09 1.123E-08 8.637E-09 6.372E-09 6.928E-09 7.273E-09 7.649E-09 7.254E-09 7.653E-09 1.151E-08 1.472E-08 1.363E-08 7.06E-09 5.133E-09 3.726E-09 3.265E-09 2.527E-09 1.196E-09 1.208E-09 9.681E-10 3.945E-10 3.226E-10 4.684E-10 1.69E-09 5.774E-09 1.123E-08 
TOL 6.837E-09 9.756E-09 8.691E-09 8.992E-09 9.191E-09 9.425E-09 9.209E-09 9.421E-09 1.143E-08 1.276E-08 8.223E-09 4.689E-09 3.449E-09 2.558E-09 2.252E-09 1.765E-09 1.005E-09 7.514E-10 6.046E-10 2.759E-10 2.36E-10 3.196E-10 1.042E-09 3.523E-09 6.837E-09 9.756E-09 8.691E-09 8.992E-09 9.191E-09 9.425E-09 9.209E-09 9.421E-09 1.143E-08 1.276E-08 8.223E-09 4.689E-09 3.449E-09 2.558E-09 2.252E-09 1.765E-09 1.005E-09 7.514E-10 6.046E-10 2.759E-10 2.36E-10 3.196E-10 1.042E-09 3.523E-09 6.837E-09 
XYL 1.006E-08 8.577E-09 6.576E-09 7.023E-09 7.295E-09 7.616E-09 7.295E-09 7.649E-09 1.084E-08 1.338E-08 1.159E-08 6.172E-09 4.537E-09 3.34E-09 2.965E-09 2.339E-09 1.231E-09 1.217E-09 9.769E-10 4.846E-10 4.237E-10 5.496E-10 1.537E-09 5.14E-10 1.006E-08 8.577E-09 6.576E-09 7.023E-09 7.295E-09 7.616E-09 7.295E-09 7.649E-09 1.084E-08 1.338E-08 1.159E-08 6.172E-09 4.537E-09 3.34E-09 2.965E-09 2.339E-09 1.231E-09 1.217E-09 9.769E-10 4.846E-10 4.237E-10 5.496E-10 1.537E-09 5.14E-10 1.006E-08 
