# time (s)
# rate = scaling parameter
# emissions (mol m^{-2} s^{-1})
time	0	3600	7200	10800	14400	18000	21600	25200	28800	32400	36000	39600	43200	46800	50400	54000	57600	61200	64800	68400	72000	75600	79200	82800	86400   90000	93600	97200	100800	104400	108000	111600  115200	118800	122400	126000	129600	133200	136800	140400	144000	147600	151200	154800	158400	162000	165600	169200	172800
rate	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.5
#rate	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.8
#rate	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   1
SO2 1.198E-08 1.551E-08 1.44E-08 1.471E-08 1.477E-08 1.495E-08 1.484E-08 1.494E-08 1.573E-08 1.512E-08 1.268E-08 1.092E-08 1.082E-08 1.021E-08 9.996E-09 9.727E-09 8.109E-09 7.546E-09 7.458E-09 7.28E-09 7.238E-09 7.28E-09 7.682E-09 8.969E-09 1.198E-08 1.551E-08 1.44E-08 1.471E-08 1.477E-08 1.495E-08 1.484E-08 1.494E-08 1.573E-08 1.512E-08 1.268E-08 1.092E-08 1.082E-08 1.021E-08 9.996E-09 9.727E-09 8.109E-09 7.546E-09 7.458E-09 7.28E-09 7.238E-09 7.28E-09 7.682E-09 8.969E-09 1.198E-08 
NO2 2.651E-09 2.923E-09 2.686E-09 2.877E-09 2.957E-09 3.089E-09 2.983E-09 3.113E-09 2.992E-09 3.494E-09 2.9E-09 2.572E-09 2.087E-09 1.697E-09 1.576E-09 1.348E-09 8.446E-10 7.78E-10 6.986E-10 5.397E-10 5.191E-10 5.541E-10 8.655E-10 1.667E-09 2.651E-09 2.923E-09 2.686E-09 2.877E-09 2.957E-09 3.089E-09 2.983E-09 3.113E-09 2.992E-09 3.494E-09 2.9E-09 2.572E-09 2.087E-09 1.697E-09 1.576E-09 1.348E-09 8.446E-10 7.78E-10 6.986E-10 5.397E-10 5.191E-10 5.541E-10 8.655E-10 1.667E-09 2.651E-09 
NO 5.241E-08 5.778E-08 5.31E-08 5.686E-08 5.844E-08 6.107E-08 5.896E-08 6.156E-08 5.915E-08 6.905E-08 5.735E-08 5.083E-08 4.124E-08 3.354E-08 3.117E-08 2.666E-08 1.67E-08 1.538E-08 1.381E-08 1.067E-08 1.026E-08 1.096E-08 1.711E-08 3.295E-08 5.241E-08 5.778E-08 5.31E-08 5.686E-08 5.844E-08 6.107E-08 5.896E-08 6.156E-08 5.915E-08 6.905E-08 5.735E-08 5.083E-08 4.124E-08 3.354E-08 3.117E-08 2.666E-08 1.67E-08 1.538E-08 1.381E-08 1.067E-08 1.026E-08 1.096E-08 1.711E-08 3.295E-08 5.241E-08 
NH3 1.193E-08 1.163E-08 2.189E-08 1.958E-08 2.191E-08 2.511E-08 2.204E-08 2.41E-08 1.799E-08 9.008E-09 7.232E-09 3.41E-09 2.787E-09 3.056E-09 3.641E-09 3.657E-09 1.33E-09 3.615E-09 1.314E-09 1.292E-09 1.323E-09 1.382E-09 1.446E-09 3.668E-09 1.193E-08 1.163E-08 2.189E-08 1.958E-08 2.191E-08 2.511E-08 2.204E-08 2.41E-08 1.799E-08 9.008E-09 7.232E-09 3.41E-09 2.787E-09 3.056E-09 3.641E-09 3.657E-09 1.33E-09 3.615E-09 1.314E-09 1.292E-09 1.323E-09 1.382E-09 1.446E-09 3.668E-09 1.193E-08 
CO 1.066E-07 7.936E-08 5.648E-08 6.061E-08 6.332E-08 6.678E-08 6.324E-08 6.672E-08 9.433E-08 1.203E-07 1.106E-07 6.218E-08 4.553E-08 3.313E-08 2.92E-08 2.26E-08 1.093E-08 1.066E-08 8.717E-09 3.468E-09 2.795E-09 4.158E-09 1.472E-08 5.354E-08 1.066E-07 7.936E-08 5.648E-08 6.061E-08 6.332E-08 6.678E-08 6.324E-08 6.672E-08 9.433E-08 1.203E-07 1.106E-07 6.218E-08 4.553E-08 3.313E-08 2.92E-08 2.26E-08 1.093E-08 1.066E-08 8.717E-09 3.468E-09 2.795E-09 4.158E-09 1.472E-08 5.354E-08 1.066E-07 
ALD2 2.665E-09 2.009E-09 1.471E-09 1.603E-09 1.685E-09 1.772E-09 1.672E-09 1.769E-09 2.585E-09 3.338E-09 3.108E-09 1.693E-09 1.229E-09 8.887E-10 7.833E-10 6.009E-10 2.793E-10 2.765E-10 2.239E-10 8.099E-11 6.307E-11 9.941E-11 3.802E-10 1.365E-09 2.665E-09 2.009E-09 1.471E-09 1.603E-09 1.685E-09 1.772E-09 1.672E-09 1.769E-09 2.585E-09 3.338E-09 3.108E-09 1.693E-09 1.229E-09 8.887E-10 7.833E-10 6.009E-10 2.793E-10 2.765E-10 2.239E-10 8.099E-11 6.307E-11 9.941E-11 3.802E-10 1.365E-09 2.665E-09 
HCHO 7.638E-09 6.065E-09 4.589E-09 4.963E-09 5.18E-09 5.432E-09 5.155E-09 5.426E-09 7.688E-09 9.754E-09 8.843E-09 4.892E-09 3.617E-09 2.656E-09 2.355E-09 1.839E-09 8.815E-10 8.759E-10 7.215E-10 3.229E-10 2.723E-10 3.716E-10 1.165E-09 3.931E-09 7.638E-09 6.065E-09 4.589E-09 4.963E-09 5.18E-09 5.432E-09 5.155E-09 5.426E-09 7.688E-09 9.754E-09 8.843E-09 4.892E-09 3.617E-09 2.656E-09 2.355E-09 1.839E-09 8.815E-10 8.759E-10 7.215E-10 3.229E-10 2.723E-10 3.716E-10 1.165E-09 3.931E-09 7.638E-09 
ETH 2.175E-08 1.637E-08 1.188E-08 1.288E-08 1.351E-08 1.422E-08 1.344E-08 1.418E-08 2.125E-08 2.73E-08 2.528E-08 1.348E-08 9.864E-09 7.205E-09 6.37E-09 4.846E-09 2.298E-09 2.267E-09 1.853E-09 7.252E-10 5.851E-10 8.73E-10 3.121E-09 1.115E-08 2.175E-08 1.637E-08 1.188E-08 1.288E-08 1.351E-08 1.422E-08 1.344E-08 1.418E-08 2.125E-08 2.73E-08 2.528E-08 1.348E-08 9.864E-09 7.205E-09 6.37E-09 4.846E-09 2.298E-09 2.267E-09 1.853E-09 7.252E-10 5.851E-10 8.73E-10 3.121E-09 1.115E-08 2.175E-08 
OLEI 3.537E-09 2.719E-09 2.006E-09 2.181E-09 2.29E-09 2.408E-09 2.284E-09 2.409E-09 3.623E-09 4.635E-09 4.29E-09 2.223E-09 1.616E-09 1.173E-09 1.028E-09 7.955E-10 3.765E-10 3.802E-10 3.048E-10 1.242E-10 1.016E-10 1.475E-10 5.32E-10 1.818E-09 3.537E-09 2.719E-09 2.006E-09 2.181E-09 2.29E-09 2.408E-09 2.284E-09 2.409E-09 3.623E-09 4.635E-09 4.29E-09 2.223E-09 1.616E-09 1.173E-09 1.028E-09 7.955E-10 3.765E-10 3.802E-10 3.048E-10 1.242E-10 1.016E-10 1.475E-10 5.32E-10 1.818E-09 3.537E-09 
OLET 6.492E-09 4.992E-09 3.683E-09 4.004E-09 4.203E-09 4.421E-09 4.193E-09 4.423E-09 6.652E-09 8.508E-09 7.875E-09 4.08E-09 2.967E-09 2.154E-09 1.887E-09 1.46E-09 6.913E-10 6.979E-10 5.595E-10 2.28E-10 1.864E-10 2.707E-10 9.766E-10 3.337E-09 6.492E-09 4.992E-09 3.683E-09 4.004E-09 4.203E-09 4.421E-09 4.193E-09 4.423E-09 6.652E-09 8.508E-09 7.875E-09 4.08E-09 2.967E-09 2.154E-09 1.887E-09 1.46E-09 6.913E-10 6.979E-10 5.595E-10 2.28E-10 1.864E-10 2.707E-10 9.766E-10 3.337E-09 6.492E-09 
TOL 1.066E-08 1.521E-08 1.355E-08 1.402E-08 1.433E-08 1.469E-08 1.436E-08 1.469E-08 1.782E-08 1.99E-08 1.282E-08 7.31E-09 5.377E-09 3.988E-09 3.512E-09 2.752E-09 1.566E-09 1.171E-09 9.425E-10 4.301E-10 3.679E-10 4.983E-10 1.625E-09 5.493E-09 1.066E-08 1.521E-08 1.355E-08 1.402E-08 1.433E-08 1.469E-08 1.436E-08 1.469E-08 1.782E-08 1.99E-08 1.282E-08 7.31E-09 5.377E-09 3.988E-09 3.512E-09 2.752E-09 1.566E-09 1.171E-09 9.425E-10 4.301E-10 3.679E-10 4.983E-10 1.625E-09 5.493E-09 1.066E-08 
XYL 1.046E-08 8.921E-09 6.84E-09 7.305E-09 7.587E-09 7.922E-09 7.587E-09 7.955E-09 1.128E-08 1.392E-08 1.206E-08 6.419E-09 4.719E-09 3.474E-09 3.083E-09 2.433E-09 1.28E-09 1.266E-09 1.016E-09 5.04E-10 4.407E-10 5.717E-10 1.598E-09 5.347E-10 1.046E-08 8.921E-09 6.84E-09 7.305E-09 7.587E-09 7.922E-09 7.587E-09 7.955E-09 1.128E-08 1.392E-08 1.206E-08 6.419E-09 4.719E-09 3.474E-09 3.083E-09 2.433E-09 1.28E-09 1.266E-09 1.016E-09 5.04E-10 4.407E-10 5.717E-10 1.598E-09 5.347E-10 1.046E-08 
