# time (s)
# rate = scaling parameter
# emissions (mol m^{-2} s^{-1})
time	0	3600	7200	10800	14400	18000	21600	25200	28800	32400	36000	39600	43200	46800	50400	54000	57600	61200	64800	68400	72000	75600	79200	82800	86400   90000	93600	97200	100800	104400	108000	111600  115200	118800	122400	126000	129600	133200	136800	140400	144000	147600	151200	154800	158400	162000	165600	169200	172800
rate	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.5
#rate	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.8
#rate	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   1
SO2 2.166E-09 2.803E-09 2.603E-09 2.659E-09 2.67E-09 2.703E-09 2.682E-09 2.701E-09 2.844E-09 2.733E-09 2.291E-09 1.973E-09 1.955E-09 1.845E-09 1.807E-09 1.758E-09 1.466E-09 1.364E-09 1.348E-09 1.316E-09 1.308E-09 1.316E-09 1.389E-09 1.621E-09 2.166E-09 2.803E-09 2.603E-09 2.659E-09 2.67E-09 2.703E-09 2.682E-09 2.701E-09 2.844E-09 2.733E-09 2.291E-09 1.973E-09 1.955E-09 1.845E-09 1.807E-09 1.758E-09 1.466E-09 1.364E-09 1.348E-09 1.316E-09 1.308E-09 1.316E-09 1.389E-09 1.621E-09 2.166E-09 
NO2 5.669E-09 6.25E-09 5.742E-09 6.15E-09 6.321E-09 6.604E-09 6.377E-09 6.656E-09 6.398E-09 7.47E-09 6.201E-09 5.498E-09 4.461E-09 3.627E-09 3.37E-09 2.881E-09 1.806E-09 1.663E-09 1.494E-09 1.154E-09 1.11E-09 1.185E-09 1.85E-09 3.563E-09 5.669E-09 6.25E-09 5.742E-09 6.15E-09 6.321E-09 6.604E-09 6.377E-09 6.656E-09 6.398E-09 7.47E-09 6.201E-09 5.498E-09 4.461E-09 3.627E-09 3.37E-09 2.881E-09 1.806E-09 1.663E-09 1.494E-09 1.154E-09 1.11E-09 1.185E-09 1.85E-09 3.563E-09 5.669E-09 
NO 7.31E-09 8.059E-09 7.406E-09 7.93E-09 8.151E-09 8.518E-09 8.224E-09 8.586E-09 8.249E-09 9.631E-09 7.999E-09 7.09E-09 5.752E-09 4.678E-09 4.347E-09 3.718E-09 2.329E-09 2.145E-09 1.926E-09 1.489E-09 1.43E-09 1.528E-09 2.387E-09 4.596E-09 7.31E-09 8.059E-09 7.406E-09 7.93E-09 8.151E-09 8.518E-09 8.224E-09 8.586E-09 8.249E-09 9.631E-09 7.999E-09 7.09E-09 5.752E-09 4.678E-09 4.347E-09 3.718E-09 2.329E-09 2.145E-09 1.926E-09 1.489E-09 1.43E-09 1.528E-09 2.387E-09 4.596E-09 7.31E-09 
NH3 1.876E-10 1.829E-10 3.444E-10 3.08E-10 3.447E-10 3.951E-10 3.467E-10 3.791E-10 2.83E-10 1.417E-10 1.138E-10 5.364E-11 4.385E-11 4.808E-11 5.729E-11 5.753E-11 2.093E-11 5.688E-11 2.067E-11 2.033E-11 2.081E-11 2.174E-11 2.274E-11 5.771E-11 1.876E-10 1.829E-10 3.444E-10 3.08E-10 3.447E-10 3.951E-10 3.467E-10 3.791E-10 2.83E-10 1.417E-10 1.138E-10 5.364E-11 4.385E-11 4.808E-11 5.729E-11 5.753E-11 2.093E-11 5.688E-11 2.067E-11 2.033E-11 2.081E-11 2.174E-11 2.274E-11 5.771E-11 1.876E-10 
CO 6.338E-08 4.719E-08 3.358E-08 3.604E-08 3.765E-08 3.971E-08 3.76E-08 3.967E-08 5.609E-08 7.155E-08 6.577E-08 3.697E-08 2.708E-08 1.97E-08 1.737E-08 1.344E-08 6.498E-09 6.339E-09 5.183E-09 2.062E-09 1.662E-09 2.472E-09 8.756E-09 3.184E-08 6.338E-08 4.719E-08 3.358E-08 3.604E-08 3.765E-08 3.971E-08 3.76E-08 3.967E-08 5.609E-08 7.155E-08 6.577E-08 3.697E-08 2.708E-08 1.97E-08 1.737E-08 1.344E-08 6.498E-09 6.339E-09 5.183E-09 2.062E-09 1.662E-09 2.472E-09 8.756E-09 3.184E-08 6.338E-08 
ALD2 8.309E-10 6.263E-10 4.587E-10 4.999E-10 5.253E-10 5.526E-10 5.214E-10 5.516E-10 8.06E-10 1.041E-09 9.69E-10 5.277E-10 3.831E-10 2.771E-10 2.442E-10 1.874E-10 8.709E-11 8.621E-11 6.981E-11 2.525E-11 1.966E-11 3.099E-11 1.185E-10 4.255E-10 8.309E-10 6.263E-10 4.587E-10 4.999E-10 5.253E-10 5.526E-10 5.214E-10 5.516E-10 8.06E-10 1.041E-09 9.69E-10 5.277E-10 3.831E-10 2.771E-10 2.442E-10 1.874E-10 8.709E-11 8.621E-11 6.981E-11 2.525E-11 1.966E-11 3.099E-11 1.185E-10 4.255E-10 8.309E-10 
HCHO 2.557E-10 2.031E-10 1.537E-10 1.662E-10 1.734E-10 1.819E-10 1.726E-10 1.817E-10 2.574E-10 3.266E-10 2.961E-10 1.638E-10 1.211E-10 8.892E-11 7.884E-11 6.156E-11 2.952E-11 2.933E-11 2.416E-11 1.081E-11 9.119E-12 1.244E-11 3.9E-11 1.316E-10 2.557E-10 2.031E-10 1.537E-10 1.662E-10 1.734E-10 1.819E-10 1.726E-10 1.817E-10 2.574E-10 3.266E-10 2.961E-10 1.638E-10 1.211E-10 8.892E-11 7.884E-11 6.156E-11 2.952E-11 2.933E-11 2.416E-11 1.081E-11 9.119E-12 1.244E-11 3.9E-11 1.316E-10 2.557E-10 
ETH 1.546E-08 1.163E-08 8.446E-09 9.157E-09 9.601E-09 1.011E-08 9.55E-09 1.008E-08 1.51E-08 1.94E-08 1.797E-08 9.584E-09 7.011E-09 5.121E-09 4.528E-09 3.445E-09 1.633E-09 1.612E-09 1.317E-09 5.155E-10 4.159E-10 6.205E-10 2.219E-09 7.925E-09 1.546E-08 1.163E-08 8.446E-09 9.157E-09 9.601E-09 1.011E-08 9.55E-09 1.008E-08 1.51E-08 1.94E-08 1.797E-08 9.584E-09 7.011E-09 5.121E-09 4.528E-09 3.445E-09 1.633E-09 1.612E-09 1.317E-09 5.155E-10 4.159E-10 6.205E-10 2.219E-09 7.925E-09 1.546E-08 
OLEI 4.535E-10 3.486E-10 2.572E-10 2.796E-10 2.936E-10 3.088E-10 2.928E-10 3.089E-10 4.646E-10 5.943E-10 5.501E-10 2.85E-10 2.072E-10 1.504E-10 1.318E-10 1.02E-10 4.828E-11 4.875E-11 3.908E-11 1.593E-11 1.302E-11 1.891E-11 6.821E-11 2.331E-10 4.535E-10 3.486E-10 2.572E-10 2.796E-10 2.936E-10 3.088E-10 2.928E-10 3.089E-10 4.646E-10 5.943E-10 5.501E-10 2.85E-10 2.072E-10 1.504E-10 1.318E-10 1.02E-10 4.828E-11 4.875E-11 3.908E-11 1.593E-11 1.302E-11 1.891E-11 6.821E-11 2.331E-10 4.535E-10 
OLET 6.657E-09 5.118E-09 3.776E-09 4.105E-09 4.31E-09 4.533E-09 4.299E-09 4.535E-09 6.821E-09 8.725E-09 8.075E-09 4.184E-09 3.042E-09 2.208E-09 1.935E-09 1.498E-09 7.088E-10 7.156E-10 5.737E-10 2.338E-10 1.912E-10 2.776E-10 1.001E-09 3.422E-09 6.657E-09 5.118E-09 3.776E-09 4.105E-09 4.31E-09 4.533E-09 4.299E-09 4.535E-09 6.821E-09 8.725E-09 8.075E-09 4.184E-09 3.042E-09 2.208E-09 1.935E-09 1.498E-09 7.088E-10 7.156E-10 5.737E-10 2.338E-10 1.912E-10 2.776E-10 1.001E-09 3.422E-09 6.657E-09 
TOL 6.375E-09 9.097E-09 8.104E-09 8.385E-09 8.571E-09 8.788E-09 8.587E-09 8.785E-09 1.066E-08 1.19E-08 7.668E-09 4.372E-09 3.216E-09 2.386E-09 2.1E-09 1.646E-09 9.369E-10 7.006E-10 5.637E-10 2.573E-10 2.201E-10 2.98E-10 9.718E-10 3.285E-09 6.375E-09 9.097E-09 8.104E-09 8.385E-09 8.571E-09 8.788E-09 8.587E-09 8.785E-09 1.066E-08 1.19E-08 7.668E-09 4.372E-09 3.216E-09 2.386E-09 2.1E-09 1.646E-09 9.369E-10 7.006E-10 5.637E-10 2.573E-10 2.201E-10 2.98E-10 9.718E-10 3.285E-09 6.375E-09 
XYL 1.055E-09 8.995E-10 6.896E-10 7.365E-10 7.65E-10 7.987E-10 7.65E-10 8.021E-10 1.137E-09 1.403E-09 1.216E-09 6.472E-10 4.758E-10 3.503E-10 3.109E-10 2.453E-10 1.291E-10 1.276E-10 1.024E-10 5.082E-11 4.443E-11 5.764E-11 1.611E-10 5.391E-11 1.055E-09 8.995E-10 6.896E-10 7.365E-10 7.65E-10 7.987E-10 7.65E-10 8.021E-10 1.137E-09 1.403E-09 1.216E-09 6.472E-10 4.758E-10 3.503E-10 3.109E-10 2.453E-10 1.291E-10 1.276E-10 1.024E-10 5.082E-11 4.443E-11 5.764E-11 1.611E-10 5.391E-11 1.055E-09 
