# time (s)
# rate = scaling parameter
# emissions (mol m^{-2} s^{-1})
time	0	3600	7200	10800	14400	18000	21600	25200	28800	32400	36000	39600	43200	46800	50400	54000	57600	61200	64800	68400	72000	75600	79200	82800	86400   90000	93600	97200	100800	104400	108000	111600  115200	118800	122400	126000	129600	133200	136800	140400	144000	147600	151200	154800	158400	162000	165600	169200	172800
rate	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.5
#rate	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   0.8
#rate	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0   1
SO2 4.071E-09 5.27E-09 4.893E-09 4.998E-09 5.02E-09 5.08E-09 5.042E-09 5.076E-09 5.346E-09 5.137E-09 4.307E-09 3.709E-09 3.676E-09 3.468E-09 3.397E-09 3.305E-09 2.755E-09 2.564E-09 2.534E-09 2.474E-09 2.459E-09 2.474E-09 2.61E-09 3.048E-09 4.071E-09 5.27E-09 4.893E-09 4.998E-09 5.02E-09 5.08E-09 5.042E-09 5.076E-09 5.346E-09 5.137E-09 4.307E-09 3.709E-09 3.676E-09 3.468E-09 3.397E-09 3.305E-09 2.755E-09 2.564E-09 2.534E-09 2.474E-09 2.459E-09 2.474E-09 2.61E-09 3.048E-09 4.071E-09 
NO2 4.598E-10 5.069E-10 4.657E-10 4.989E-10 5.127E-10 5.356E-10 5.173E-10 5.399E-10 5.189E-10 6.059E-10 5.03E-10 4.459E-10 3.619E-10 2.942E-10 2.734E-10 2.337E-10 1.465E-10 1.349E-10 1.211E-10 9.36E-11 9.001E-11 9.609E-11 1.501E-10 2.89E-10 4.598E-10 5.069E-10 4.657E-10 4.989E-10 5.127E-10 5.356E-10 5.173E-10 5.399E-10 5.189E-10 6.059E-10 5.03E-10 4.459E-10 3.619E-10 2.942E-10 2.734E-10 2.337E-10 1.465E-10 1.349E-10 1.211E-10 9.36E-11 9.001E-11 9.609E-11 1.501E-10 2.89E-10 4.598E-10 
NO 1.583E-08 1.745E-08 1.604E-08 1.718E-08 1.765E-08 1.845E-08 1.781E-08 1.86E-08 1.787E-08 2.086E-08 1.732E-08 1.536E-08 1.246E-08 1.013E-08 9.415E-09 8.052E-09 5.045E-09 4.646E-09 4.172E-09 3.225E-09 3.098E-09 3.31E-09 5.169E-09 9.955E-09 1.583E-08 1.745E-08 1.604E-08 1.718E-08 1.765E-08 1.845E-08 1.781E-08 1.86E-08 1.787E-08 2.086E-08 1.732E-08 1.536E-08 1.246E-08 1.013E-08 9.415E-09 8.052E-09 5.045E-09 4.646E-09 4.172E-09 3.225E-09 3.098E-09 3.31E-09 5.169E-09 9.955E-09 1.583E-08 
NH3 7.224E-09 7.042E-09 1.326E-08 1.186E-08 1.327E-08 1.521E-08 1.335E-08 1.46E-08 1.09E-08 5.456E-09 4.38E-09 2.065E-09 1.688E-09 1.851E-09 2.206E-09 2.215E-09 8.057E-10 2.19E-09 7.96E-10 7.827E-10 8.013E-10 8.369E-10 8.757E-10 2.222E-09 7.224E-09 7.042E-09 1.326E-08 1.186E-08 1.327E-08 1.521E-08 1.335E-08 1.46E-08 1.09E-08 5.456E-09 4.38E-09 2.065E-09 1.688E-09 1.851E-09 2.206E-09 2.215E-09 8.057E-10 2.19E-09 7.96E-10 7.827E-10 8.013E-10 8.369E-10 8.757E-10 2.222E-09 7.224E-09 
CO 1.407E-06 1.048E-06 7.455E-07 8.001E-07 8.358E-07 8.815E-07 8.347E-07 8.806E-07 1.245E-06 1.588E-06 1.46E-06 8.207E-07 6.01E-07 4.374E-07 3.855E-07 2.983E-07 1.442E-07 1.407E-07 1.151E-07 4.578E-08 3.69E-08 5.488E-08 1.944E-07 7.067E-07 1.407E-06 1.048E-06 7.455E-07 8.001E-07 8.358E-07 8.815E-07 8.347E-07 8.806E-07 1.245E-06 1.588E-06 1.46E-06 8.207E-07 6.01E-07 4.374E-07 3.855E-07 2.983E-07 1.442E-07 1.407E-07 1.151E-07 4.578E-08 3.69E-08 5.488E-08 1.944E-07 7.067E-07 1.407E-06 
ALD2 1.778E-09 1.34E-09 9.815E-10 1.07E-09 1.124E-09 1.182E-09 1.115E-09 1.18E-09 1.724E-09 2.227E-09 2.073E-09 1.129E-09 8.196E-10 5.928E-10 5.225E-10 4.009E-10 1.863E-10 1.844E-10 1.494E-10 5.403E-11 4.207E-11 6.631E-11 2.536E-10 9.103E-10 1.778E-09 1.34E-09 9.815E-10 1.07E-09 1.124E-09 1.182E-09 1.115E-09 1.18E-09 1.724E-09 2.227E-09 2.073E-09 1.129E-09 8.196E-10 5.928E-10 5.225E-10 4.009E-10 1.863E-10 1.844E-10 1.494E-10 5.403E-11 4.207E-11 6.631E-11 2.536E-10 9.103E-10 1.778E-09 
HCHO 5.808E-09 4.612E-09 3.49E-09 3.774E-09 3.939E-09 4.13E-09 3.92E-09 4.126E-09 5.847E-09 7.417E-09 6.725E-09 3.72E-09 2.75E-09 2.019E-09 1.791E-09 1.398E-09 6.703E-10 6.66E-10 5.486E-10 2.456E-10 2.071E-10 2.826E-10 8.857E-10 2.989E-09 5.808E-09 4.612E-09 3.49E-09 3.774E-09 3.939E-09 4.13E-09 3.92E-09 4.126E-09 5.847E-09 7.417E-09 6.725E-09 3.72E-09 2.75E-09 2.019E-09 1.791E-09 1.398E-09 6.703E-10 6.66E-10 5.486E-10 2.456E-10 2.071E-10 2.826E-10 8.857E-10 2.989E-09 5.808E-09 
ETH 2.77E-08 2.084E-08 1.513E-08 1.641E-08 1.72E-08 1.811E-08 1.711E-08 1.805E-08 2.706E-08 3.476E-08 3.22E-08 1.717E-08 1.256E-08 9.176E-09 8.112E-09 6.171E-09 2.926E-09 2.887E-09 2.36E-09 9.235E-10 7.451E-10 1.112E-09 3.975E-09 1.42E-08 2.77E-08 2.084E-08 1.513E-08 1.641E-08 1.72E-08 1.811E-08 1.711E-08 1.805E-08 2.706E-08 3.476E-08 3.22E-08 1.717E-08 1.256E-08 9.176E-09 8.112E-09 6.171E-09 2.926E-09 2.887E-09 2.36E-09 9.235E-10 7.451E-10 1.112E-09 3.975E-09 1.42E-08 2.77E-08 
OLEI 1.928E-09 1.483E-09 1.094E-09 1.189E-09 1.249E-09 1.313E-09 1.245E-09 1.314E-09 1.976E-09 2.527E-09 2.339E-09 1.212E-09 8.812E-10 6.397E-10 5.606E-10 4.338E-10 2.053E-10 2.073E-10 1.662E-10 6.773E-11 5.538E-11 8.041E-11 2.901E-10 9.911E-10 1.928E-09 1.483E-09 1.094E-09 1.189E-09 1.249E-09 1.313E-09 1.245E-09 1.314E-09 1.976E-09 2.527E-09 2.339E-09 1.212E-09 8.812E-10 6.397E-10 5.606E-10 4.338E-10 2.053E-10 2.073E-10 1.662E-10 6.773E-11 5.538E-11 8.041E-11 2.901E-10 9.911E-10 1.928E-09 
OLET 1.026E-08 7.891E-09 5.822E-09 6.33E-09 6.645E-09 6.989E-09 6.628E-09 6.992E-09 1.052E-08 1.345E-08 1.245E-08 6.45E-09 4.69E-09 3.405E-09 2.984E-09 2.309E-09 1.093E-09 1.103E-09 8.846E-10 3.605E-10 2.947E-10 4.28E-10 1.544E-09 5.275E-09 1.026E-08 7.891E-09 5.822E-09 6.33E-09 6.645E-09 6.989E-09 6.628E-09 6.992E-09 1.052E-08 1.345E-08 1.245E-08 6.45E-09 4.69E-09 3.405E-09 2.984E-09 2.309E-09 1.093E-09 1.103E-09 8.846E-10 3.605E-10 2.947E-10 4.28E-10 1.544E-09 5.275E-09 1.026E-08 
TOL 1.62E-09 2.312E-09 2.059E-09 2.131E-09 2.178E-09 2.233E-09 2.182E-09 2.233E-09 2.709E-09 3.025E-09 1.949E-09 1.111E-09 8.174E-10 6.063E-10 5.338E-10 4.183E-10 2.381E-10 1.781E-10 1.433E-10 6.538E-11 5.593E-11 7.574E-11 2.47E-10 8.349E-10 1.62E-09 2.312E-09 2.059E-09 2.131E-09 2.178E-09 2.233E-09 2.182E-09 2.233E-09 2.709E-09 3.025E-09 1.949E-09 1.111E-09 8.174E-10 6.063E-10 5.338E-10 4.183E-10 2.381E-10 1.781E-10 1.433E-10 6.538E-11 5.593E-11 7.574E-11 2.47E-10 8.349E-10 1.62E-09 
XYL 4.337E-10 3.698E-10 2.835E-10 3.028E-10 3.145E-10 3.284E-10 3.145E-10 3.298E-10 4.676E-10 5.77E-10 4.998E-10 2.661E-10 1.956E-10 1.44E-10 1.278E-10 1.009E-10 5.308E-11 5.247E-11 4.212E-11 2.089E-11 1.827E-11 2.37E-11 6.625E-11 2.216E-11 4.337E-10 3.698E-10 2.835E-10 3.028E-10 3.145E-10 3.284E-10 3.145E-10 3.298E-10 4.676E-10 5.77E-10 4.998E-10 2.661E-10 1.956E-10 1.44E-10 1.278E-10 1.009E-10 5.308E-11 5.247E-11 4.212E-11 2.089E-11 1.827E-11 2.37E-11 6.625E-11 2.216E-11 4.337E-10 
